percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,geographic_area_name,percent_race_one_race_white,Year,percent_hispanic_or_latino
1.1,7.3,0.1,"Jefferson City, MO",88.4,2012,1.8
0.9,2.8,0.0,"Johnson City, TN",94.1,2012,2.6
0.5,3.0,0.1,"Johnstown, PA",93.9,2012,1.5
1.1,12.7,0.0,"Jonesboro, AR",84.1,2012,4.2
0.8,2.0,0.2,"Joplin, MO",91.3,2012,6.3
26.9,0.3,11.5,"Kahului, HI",35.0,2012,10.4
2.1,9.5,0.0,"Kalamazoo, MI",83.3,2012,5.7
0.7,0.4,0.0,"Kalispell, MT",94.9,2012,2.5
1.2,14.7,0.0,"Kankakee, IL",81.1,2012,9.3
2.4,12.4,0.1,"Kansas City, MO",79.2,2012,8.4
35.5,0.4,10.1,"Kapaa, HI",33.7,2012,9.9
N,N,N,"Keene, NH",N,2012,1.6
2.7,1.5,0.1,"Kennewick, WA",76.0,2012,29.3
0.3,7.4,0.0,"Key West, FL",89.4,2012,21.4
2.4,19.9,0.7,"Killeen, TX",67.2,2012,21.2
0.4,1.5,0.0,"Kingsport, TN",95.5,2012,1.5
1.6,5.7,0.0,"Kingston, NY",87.0,2012,9.3
1.9,0.8,0.2,"Klamath Falls, OR",88.0,2012,11.1
1.5,6.7,0.0,"Knoxville, TN",88.9,2012,3.8
1.1,6.5,0.2,"Kokomo, IN",90.2,2012,2.9
3.7,1.4,0.0,"La Crosse, WI",92.3,2012,1.5
5.5,4.0,0.0,"Lafayette, IN",88.1,2012,7.3
1.3,25.4,0.0,"Lafayette, LA",69.0,2012,3.8
1.5,33.1,0.0,"LaGrange, GA",61.0,2012,3.5
1.2,23.6,0.0,"Lake Charles, LA",72.4,2012,2.8
0.4,17.8,0.0,"Lake City, FL",77.2,2012,5.2
1.1,1.2,0.2,"Lake Havasu City, AZ",85.8,2012,15.4
1.7,15.1,0.0,"Lakeland, FL",78.9,2012,18.6
2.1,3.7,0.0,"Lancaster, PA",88.5,2012,9.3
N,N,N,"Lancaster, SC",N,2012,4.7
3.6,8.4,0.0,"Lansing, MI",82.3,2012,6.4
0.8,0.1,0.0,"Laredo, TX",94.2,2012,95.4
1.2,1.7,0.0,"Las Cruces, NM",89.3,2012,66.4
9.0,10.7,0.7,"Las Vegas, NV",64.5,2012,29.8
N,N,N,"Laurel, MS",N,2012,3.9
4.0,3.5,0.1,"Lawrence, KS",85.4,2012,5.5
2.0,16.7,0.5,"Lawton, OK",64.6,2012,12.0
1.8,0.5,0.0,"Lebanon, NH",95.1,2012,1.6
1.4,1.8,0.0,"Lebanon, PA",88.3,2012,10.4
0.7,0.2,0.0,"Lewiston, ID",91.1,2012,4.0
0.4,1.6,0.0,"Lewiston, ME",92.4,2012,1.7
2.5,10.5,0.1,"Lexington, KY",82.0,2012,5.9
2.3,12.8,0.1,"Lexington Park, MD",79.3,2012,4.3
0.9,12.3,0.0,"Lima, OH",84.3,2012,2.5
3.4,3.4,0.1,"Lincoln, NE",88.6,2012,6.0
0.5,5.6,0.0,"Lincolnton, NC",88.3,2012,7.0
1.7,22.9,0.0,"Little Rock, AR",72.9,2012,5.0
2.6,0.3,0.0,"Logan, UT",92.9,2012,9.8
0.9,16.7,0.3,"Longview, TX",77.9,2012,14.9
1.0,0.9,0.4,"Longview, WA",90.2,2012,8.0
15.0,6.7,0.3,"Los Angeles, CA",55.9,2012,44.9
1.7,13.7,0.0,"Louisville/Jefferson County, KY",81.2,2012,4.2
1.9,7.2,0.2,"Lubbock, TX",79.8,2012,33.3
0.3,15.6,0.0,"Lufkin, TX",78.0,2012,20.7
0.8,24.4,0.2,"Lumberton, NC",30.3,2012,8.2
1.3,17.6,0.1,"Lynchburg, VA",77.3,2012,2.1
1.4,44.2,0.1,"Macon, GA",52.2,2012,2.8
2.1,4.0,0.1,"Madera, CA",80.2,2012,55.2
4.6,4.9,0.0,"Madison, WI",86.4,2012,5.6
3.5,2.1,0.0,"Manchester, NH",91.2,2012,5.6
3.2,9.7,0.2,"Manhattan, KS",81.8,2012,8.8
2.5,0.3,0.0,"Manitowoc, WI",94.6,2012,3.3
1.8,3.2,0.0,"Mankato, MN",92.9,2012,3.1
0.5,7.6,0.0,"Mansfield, OH",87.0,2012,1.5
0.3,0.5,0.0,"Marinette, WI",95.5,2012,0.6
0.5,6.9,0.0,"Marion, IN",89.9,2012,3.8
N,N,N,"Marion, OH",N,2012,2.3
0.8,4.6,0.1,"Marion, IL",92.6,2012,2.1
0.5,1.2,0.0,"Marquette, MI",93.5,2012,1.3
0.7,22.9,0.0,"Marshall, TX",72.5,2012,11.8
1.2,0.3,0.0,"Marshfield, WI",95.2,2012,2.4
0.4,27.7,0.0,"Martinsville, VA",67.3,2012,4.9
0.1,2.6,0.0,"Mayag?ez, PR",50.4,2012,98.7
1.1,0.7,0.0,"McAllen, TX",92.3,2012,90.9
0.6,1.6,0.0,"Meadville, PA",95.9,2012,1.1
0.9,0.7,0.3,"Medford, OR",91.2,2012,11.4
1.9,46.0,0.0,"Memphis, TN",48.2,2012,5.2
7.6,3.6,0.4,"Merced, CA",60.1,2012,56.1
N,N,N,"Meridian, MS",N,2012,0.5
2.4,21.2,0.1,"Miami, FL",71.8,2012,42.0
0.5,10.6,0.0,"Michigan City, IN",85.5,2012,5.7
2.4,1.4,0.0,"Midland, MI",94.2,2012,2.2
1.5,6.8,0.0,"Midland, TX",84.6,2012,39.8
3.0,16.6,0.0,"Milwaukee, WI",74.3,2012,9.9
6.0,7.6,0.0,"Minneapolis, MN",81.2,2012,5.5
0.4,2.4,1.3,"Minot, ND",90.1,2012,3.6
1.0,0.1,0.7,"Missoula, MT",92.3,2012,2.8
2.0,35.1,0.0,"Mobile, AL",60.6,2012,2.5
5.3,2.7,0.7,"Modesto, CA",75.9,2012,43.0
0.9,36.6,0.0,"Monroe, LA",61.1,2012,2.2
0.7,2.5,0.0,"Monroe, MI",95.1,2012,3.2
1.8,43.1,0.0,"Montgomery, AL",52.3,2012,3.0
0.9,6.8,0.0,"Morehead City, NC",88.0,2012,3.8
2.5,3.1,0.0,"Morgantown, WV",91.9,2012,1.8
0.3,3.0,0.0,"Morristown, TN",93.4,2012,6.3
1.2,0.5,0.1,"Moses Lake, WA",69.9,2012,39.2
0.2,4.8,0.0,"Mount Airy, NC",92.4,2012,10.0
1.6,2.0,0.0,"Mount Pleasant, MI",88.5,2012,3.5
2.1,0.6,0.2,"Mount Vernon, WA",88.1,2012,17.3
1.1,3.7,0.0,"Muncie, IN",88.9,2012,1.9
0.6,13.7,0.2,"Muskegon, MI",81.0,2012,5.1
0.4,11.0,0.0,"Muskogee, OK",61.6,2012,5.5
1.1,13.6,0.0,"Myrtle Beach, SC",81.0,2012,6.2
1.6,19.4,0.0,"Nacogdoches, TX",72.9,2012,18.2
7.6,2.1,0.1,"Napa, CA",76.1,2012,33.1
1.4,6.5,0.0,"Naples, FL",88.4,2012,26.2
2.4,15.6,0.0,"Nashville, TN",77.2,2012,6.8
2.3,21.7,0.3,"New Bern, NC",71.1,2012,5.9
0.4,4.4,0.0,"New Castle, PA",93.7,2012,1.1
3.7,12.8,0.0,"New Haven, CT",75.5,2012,15.9
2.5,31.7,0.0,"New Iberia, LA",63.0,2012,3.4
2.8,34.5,0.1,"New Orleans, LA",58.4,2012,8.2
N,N,N,"New Philadelphia, OH",N,2012,2.1
10.3,17.4,0.0,"New York, NY",59.1,2012,23.5
1.6,15.3,0.0,"Niles, MI",77.7,2012,4.8
1.7,6.6,0.0,"North Port, FL",88.4,2012,11.6
0.2,5.3,0.0,"North Wilkesboro, NC",90.6,2012,5.7
4.6,5.4,0.0,"Norwich, CT",82.5,2012,9.2
5.1,2.2,0.6,"Oak Harbor, WA",86.6,2012,6.2
1.6,12.2,0.0,"Ocala, FL",81.7,2012,11.4
1.0,3.4,0.0,"Ocean City, NJ",90.8,2012,6.6
0.9,4.4,0.1,"Odessa, TX",87.2,2012,55.1
1.8,1.3,0.4,"Ogden, UT",88.4,2012,12.2
1.0,2.7,0.0,"Ogdensburg, NY",93.3,2012,2.1
3.0,9.9,0.0,"Oklahoma City, OK",74.5,2012,11.9
0.8,1.4,0.0,"Olean, NY",92.2,2012,1.9
5.9,2.9,0.7,"Olympia, WA",83.8,2012,7.7
2.3,7.9,0.1,"Omaha, NE",83.8,2012,9.3
0.4,40.8,0.0,"Opelousas, LA",56.7,2012,1.7
1.0,62.3,0.0,"Orangeburg, SC",34.8,2012,2.0
4.0,16.7,0.0,"Orlando, FL",71.7,2012,26.7
2.2,2.0,0.0,"Oshkosh, WI",92.6,2012,3.7
0.4,2.2,0.0,"Ottawa, IL",95.4,2012,8.3
0.8,4.2,0.0,"Owensboro, KY",92.6,2012,2.3
0.6,0.8,0.0,"Owosso, MI",96.9,2012,2.6
6.8,2.0,0.2,"Oxnard, CA",77.9,2012,41.2
0.6,9.1,0.2,"Paducah, KY",87.3,2012,1.7
0.5,17.6,0.1,"Palatka, FL",75.0,2012,9.5
2.2,10.1,0.5,"Palm Bay, FL",83.5,2012,8.8
2.2,12.2,0.1,"Palm Coast, FL",79.2,2012,9.2
1.9,10.6,0.1,"Panama City, FL",82.3,2012,5.2
0.6,1.3,0.2,"Parkersburg, WV",95.9,2012,0.4
1.9,19.0,0.0,"Pascagoula, MS",74.5,2012,4.2
0.5,0.7,0.1,"Pendleton, OR",83.4,2012,26.2
2.6,15.9,0.1,"Pensacola, FL",75.2,2012,5.0
2.1,9.0,0.0,"Peoria, IL",85.8,2012,3.0
5.2,20.9,0.1,"Philadelphia, PA",68.1,2012,8.3
3.5,5.3,0.2,"Phoenix, AZ",80.4,2012,29.9
0.6,48.0,0.0,"Pine Bluff, AR",49.2,2012,1.7
1.9,8.3,0.0,"Pittsburgh, PA",87.5,2012,1.4
1.6,2.3,0.0,"Pittsfield, MA",92.2,2012,3.7
1.2,4.5,0.0,"Plattsburgh, NY",92.2,2012,2.6
1.1,0.5,0.0,"Pocatello, ID",90.4,2012,8.0
0.1,8.4,0.0,"Ponce, PR",71.9,2012,99.4
1.9,0.4,0.0,"Port Angeles, WA",87.8,2012,5.4
1.7,1.5,0.0,"Portland, ME",94.4,2012,1.7
5.9,2.8,0.6,"Portland, OR",82.1,2012,11.2
1.4,14.7,0.1,"Port St. Lucie, FL",77.5,2012,15.6
N,N,N,"Portsmouth, OH",N,2012,1.2
0.6,2.6,0.0,"Pottsville, PA",94.7,2012,3.1
3.3,9.8,0.0,"Poughkeepsie, NY",78.1,2012,15.3
0.9,0.7,0.0,"Prescott, AZ",91.6,2012,13.9
2.8,5.5,0.0,"Providence, RI",84.1,2012,10.9
1.3,0.5,0.8,"Provo, UT",92.2,2012,10.9
0.5,2.0,0.1,"Pueblo, CO",79.9,2012,42.0
1.1,4.4,0.1,"Punta Gorda, FL",90.3,2012,6.5
0.3,3.6,0.0,"Quincy, IL",93.1,2012,1.6
0.9,10.8,0.1,"Racine, WI",81.8,2012,12.0
4.6,20.4,0.0,"Raleigh, NC",70.0,2012,10.3
1.5,1.0,0.3,"Rapid City, SD",85.1,2012,4.3
1.4,5.1,0.0,"Reading, PA",85.9,2012,17.5
2.7,1.2,0.0,"Redding, CA",87.1,2012,8.9
5.4,2.3,0.7,"Reno, NV",81.7,2012,22.8
0.5,5.0,0.0,"Richmond, IN",89.2,2012,2.7
3.0,30.1,0.0,"Richmond, VA",62.5,2012,5.3
0.8,4.5,0.2,"Richmond, KY",92.4,2012,1.1
6.2,7.5,0.3,"Riverside, CA",64.2,2012,48.4
1.6,12.3,0.0,"Roanoke, VA",82.5,2012,3.5
0.3,52.6,0.1,"Roanoke Rapids, NC",38.8,2012,2.5
4.8,4.0,0.0,"Rochester, MN",88.6,2012,4.2
2.7,11.8,0.0,"Rochester, NY",81.2,2012,6.5
2.4,10.5,0.0,"Rockford, IL",78.6,2012,12.8
0.1,44.8,0.2,"Rocky Mount, NC",48.4,2012,5.5
1.0,14.8,0.0,"Rome, GA",74.0,2012,9.9
0.8,0.1,0.0,"Roseburg, OR",92.9,2012,4.9
0.1,2.3,0.0,"Roswell, NM",75.3,2012,53.3
1.3,3.7,0.0,"Russellville, AR",87.9,2012,11.2
12.6,7.1,0.7,"Sacramento, CA",66.4,2012,20.6
1.1,18.6,0.1,"Saginaw, MI",75.5,2012,7.9
1.4,3.1,0.0,"St. Cloud, MN",92.3,2012,2.7
0.7,0.6,0.5,"St. George, UT",92.9,2012,9.9
0.9,3.9,0.2,"St. Joseph, MO",90.2,2012,4.5
2.2,18.1,0.0,"St. Louis, MO",76.5,2012,2.7
2.1,0.9,0.8,"Salem, OR",81.8,2012,22.7
6.5,2.8,0.5,"Salinas, CA",73.4,2012,56.4
2.3,26.3,0.0,"Salisbury, MD",65.0,2012,4.3
1.2,15.6,0.0,"Salisbury, NC",79.2,2012,7.9
3.4,1.7,1.4,"Salt Lake City, UT",84.2,2012,17.0
1.3,4.8,0.0,"San Angelo, TX",88.3,2012,36.5
2.2,6.5,0.1,"San Antonio, TX",77.4,2012,54.4
11.5,5.1,0.5,"San Diego, CA",70.4,2012,32.7
0.6,7.3,0.7,"Sandusky, OH",87.1,2012,3.6
23.7,7.9,0.7,"San Francisco, CA",54.4,2012,21.9
0.0,3.6,0.0,"San Germ?n, PR",91.9,2012,99.3
32.2,2.6,0.4,"San Jose, CA",51.3,2012,27.8
0.4,9.6,0.0,"San Juan, PR",67.3,2012,99.1
4.0,1.8,0.0,"San Luis Obispo, CA",83.4,2012,21.5
5.1,2.2,0.2,"Santa Barbara, CA",74.3,2012,43.8
4.1,1.1,0.2,"Santa Cruz, CA",83.1,2012,32.7
1.0,0.9,0.0,"Santa Fe, NM",85.4,2012,50.9
4.0,1.7,0.4,"Santa Rosa, CA",76.6,2012,25.5
2.3,33.7,0.1,"Savannah, GA",61.0,2012,5.5
1.3,3.3,0.0,"Scranton, PA",91.9,2012,6.8
1.0,12.6,0.0,"Seaford, DE",79.7,2012,9.1
N,N,N,"Searcy, AR",N,2012,3.9
11.6,5.6,0.8,"Seattle, WA",72.5,2012,9.3
1.3,9.1,0.0,"Sebastian, FL",85.8,2012,11.7
1.7,10.4,0.2,"Sebring, FL",86.3,2012,18.1
0.4,8.4,0.0,"Seneca, SC",88.6,2012,4.6
1.3,0.8,0.1,"Sevierville, TN",95.9,2012,5.5
0.5,2.5,0.0,"Shawnee, OK",75.5,2012,4.4
5.2,1.2,0.0,"Sheboygan, WI",90.3,2012,5.7
0.9,20.8,0.0,"Shelby, NC",77.0,2012,3.0
0.9,6.4,0.1,"Sherman, TX",85.6,2012,11.9
0.2,0.8,0.2,"Show Low, AZ",46.9,2012,10.9
1.4,39.3,0.1,"Shreveport, LA",56.4,2012,3.7
1.5,4.8,0.0,"Sierra Vista, AZ",76.8,2012,33.1
3.1,2.2,0.0,"Sioux City, IA",85.2,2012,16.1
1.6,3.6,0.0,"Sioux Falls, SD",89.2,2012,3.6
0.1,2.7,0.0,"Somerset, PA",95.9,2012,1.2
1.6,11.6,0.0,"South Bend, IN",81.0,2012,7.0
N,N,N,"Southern Pines, NC",N,2012,6.1
2.2,20.4,0.1,"Spartanburg, SC",71.8,2012,6.1
2.4,1.8,0.3,"Spokane, WA",88.8,2012,4.9
1.5,11.4,0.1,"Springfield, IL",84.2,2012,1.9
2.6,6.4,0.0,"Springfield, MA",82.7,2012,16.2
1.3,2.1,0.2,"Springfield, MO",92.9,2012,2.9
0.8,8.4,0.0,"Springfield, OH",86.1,2012,2.9
5.1,3.2,0.0,"State College, PA",88.9,2012,2.6
1.5,28.4,0.0,"Statesboro, GA",65.9,2012,3.6
2.1,12.3,0.0,"Statesville, NC",82.2,2012,7.0
0.8,8.2,0.0,"Staunton, VA",88.1,2012,2.4
0.3,4.0,0.0,"Steubenville, OH",93.7,2012,0.9
3.6,0.1,0.0,"Stevens Point, WI",94.5,2012,2.9
3.7,3.5,0.1,"Stillwater, OK",80.1,2012,4.1
14.3,7.1,0.6,"Stockton, CA",56.3,2012,39.7
1.4,45.0,0.0,"Sumter, SC",47.2,2012,3.6
0.3,3.4,0.1,"Sunbury, PA",94.5,2012,2.7
2.4,8.1,0.0,"Syracuse, NY",85.1,2012,3.7
0.2,34.0,0.0,"Talladega, AL",64.2,2012,1.0
2.5,32.7,0.0,"Tallahassee, FL",61.0,2012,6.6
3.0,11.9,0.1,"Tampa, FL",79.7,2012,17.0
1.4,4.8,0.0,"Terre Haute, IN",90.7,2012,1.9
0.6,23.1,0.0,"Texarkana, TX",70.6,2012,5.6
0.5,9.2,0.0,"The Villages, FL",89.2,2012,5.8
1.1,9.1,0.0,"Thomasville, NC",87.8,2012,6.4
1.5,13.7,0.0,"Toledo, OH",79.8,2012,6.1
0.9,5.7,0.0,"Topeka, KS",85.5,2012,9.3
2.0,1.1,0.0,"Torrington, CT",93.9,2012,4.9
0.8,0.9,0.1,"Traverse City, MI",94.4,2012,2.4
9.5,19.9,0.0,"Trenton, NJ",63.7,2012,15.9
1.3,0.3,0.1,"Truckee, CA",93.3,2012,8.9
2.7,3.9,0.1,"Tucson, AZ",77.6,2012,35.4
N,N,N,"Tullahoma, TN",N,2012,2.7
1.9,8.0,0.1,"Tulsa, OK",72.8,2012,8.7
0.2,22.0,0.0,"Tupelo, MS",74.9,2012,2.9
1.3,34.4,0.1,"Tuscaloosa, AL",63.2,2012,2.8
1.0,0.2,0.0,"Twin Falls, ID",88.6,2012,19.3
1.4,18.2,0.0,"Tyler, TX",76.5,2012,17.9
2.1,0.5,0.4,"Ukiah, CA",83.3,2012,23.0
2.9,4.3,0.1,"Utica, NY",89.0,2012,4.2
1.5,33.7,0.0,"Valdosta, GA",59.6,2012,5.8
15.3,13.2,0.9,"Vallejo, CA",54.1,2012,24.8
1.3,5.4,0.0,"Victoria, TX",83.7,2012,43.8
1.4,20.3,0.0,"Vineland, NJ",60.4,2012,28.1
3.7,30.9,0.1,"Virginia Beach, VA",60.2,2012,5.8
3.4,1.6,0.1,"Visalia, CA",80.6,2012,61.8
1.7,14.5,0.0,"Waco, TX",76.7,2012,24.4
2.4,29.2,0.2,"Warner Robins, GA",61.8,2012,6.3
1.1,0.6,0.0,"Warsaw, IN",93.6,2012,7.7
9.5,25.3,0.1,"Washington, DC",55.6,2012,14.5
1.5,7.2,0.0,"Waterloo, IA",89.1,2012,3.2
0.9,0.5,0.0,"Watertown, WI",94.4,2012,6.9
1.2,6.1,0.2,"Watertown, NY",87.1,2012,6.7
5.5,0.8,0.0,"Wausau, WI",91.9,2012,2.4
0.6,0.5,0.1,"Wenatchee, WA",85.1,2012,27.7
0.4,3.1,0.0,"Wheeling, WV",94.5,2012,0.8
0.7,0.6,0.3,"Whitewater, WI",91.6,2012,10.7
3.4,7.8,0.0,"Wichita, KS",82.8,2012,12.0
1.6,8.9,0.0,"Wichita Falls, TX",83.8,2012,16.1
0.8,4.4,0.0,"Williamsport, PA",92.0,2012,1.6
1.2,2.2,0.0,"Willimantic, CT",92.1,2012,10.1
1.1,13.9,0.2,"Wilmington, NC",81.0,2012,5.4
0.5,38.4,0.4,"Wilson, NC",51.2,2012,9.8
1.5,4.9,0.0,"Winchester, VA",89.8,2012,8.8
1.5,20.9,0.0,"Winston, NC",74.0,2012,10.6
0.9,1.5,0.0,"Wooster, OH",94.8,2012,1.6
4.3,4.4,0.0,"Worcester, MA",85.1,2012,9.8
1.2,0.8,0.1,"Yakima, WA",79.8,2012,46.3
0.0,3.5,0.0,"Yauco, PR",91.7,2012,99.3
1.3,5.9,0.0,"York, PA",89.1,2012,6.1
0.4,11.0,0.0,"Youngstown, OH",85.9,2012,2.9
11.6,2.3,0.2,"Yuba City, CA",70.3,2012,28.0
1.3,2.0,0.7,"Yuma, AZ",76.4,2012,60.5
N,N,N,"Zanesville, OH",N,2012,0.3
5.0,12.6,0.2,,73.9,2012,16.9
1.4,1.9,1.3,"Aberdeen, WA",87.7,2013,9.6
1.4,7.8,0.1,"Abilene, TX",82.4,2013,22.6
0.3,3.5,0.2,"Adrian, MI",92.4,2013,7.7
0.6,3.3,0.0,"Aguadilla, PR",58.7,2013,97.9
2.3,12.1,0.0,"Akron, OH",82.7,2013,1.8
1.3,3.1,0.1,"Alamogordo, NM",77.7,2013,35.6
1.0,53.7,0.0,"Albany, GA",43.0,2013,2.2
1.6,0.2,0.2,"Albany, OR",93.4,2013,8.2
3.7,7.9,0.1,"Albany, NY",84.4,2013,4.7
0.3,1.6,0.0,"Albertville, AL",93.3,2013,12.9
2.2,2.7,0.1,"Albuquerque, NM",77.1,2013,47.9
1.4,29.6,0.0,"Alexandria, LA",66.5,2013,3.3
2.8,5.5,0.0,"Allentown, PA",83.9,2013,14.5
N,N,N,"Altoona, PA",N,2013,1.1
2.9,6.0,0.0,"Amarillo, TX",85.5,2013,26.8
7.0,1.8,0.0,"Ames, IA",88.3,2013,3.2
6.5,4.8,1.7,"Anchorage, AK",69.8,2013,7.6
8.1,12.2,0.0,"Ann Arbor, MI",74.3,2013,4.4
1.0,21.1,0.0,"Anniston, AL",75.2,2013,3.5
3.2,1.1,0.0,"Appleton, WI",90.8,2013,3.9
0.4,3.4,0.0,"Arecibo, PR",86.4,2013,99.5
0.8,4.5,0.0,"Asheville, NC",90.8,2013,6.7
N,N,N,"Ashtabula, OH",N,2013,3.7
0.3,7.0,0.0,"Athens, TX",89.1,2013,11.8
3.5,19.6,0.0,"Athens, GA",73.1,2013,7.9
5.3,33.0,0.0,"Atlanta, GA",56.1,2013,10.5
8.1,15.2,0.0,"Atlantic City, NJ",68.7,2013,18.2
0.6,4.3,0.0,"Auburn, NY",92.6,2013,2.6
3.2,23.7,0.0,"Auburn, AL",69.0,2013,3.9
1.9,35.5,0.1,"Augusta, GA",59.2,2013,4.8
0.5,0.6,0.0,"Augusta, ME",95.8,2013,1.4
5.0,7.2,0.1,"Austin, TX",79.8,2013,31.9
4.6,5.5,0.1,"Bakersfield, CA",74.8,2013,50.9
5.0,29.0,0.0,"Baltimore, MD",61.5,2013,5.1
1.2,0.7,0.0,"Bangor, ME",95.3,2013,1.2
1.3,2.7,0.0,"Barnstable Town, MA",92.6,2013,2.6
1.9,35.8,0.0,"Baton Rouge, LA",60.0,2013,3.6
1.9,11.3,0.0,"Battle Creek, MI",82.1,2013,4.7
0.6,1.3,0.0,"Bay City, MI",94.8,2013,4.9
2.6,23.9,0.1,"Beaumont, TX",70.6,2013,13.7
0.9,1.9,0.0,"Beaver Dam, WI",94.3,2013,4.4
0.3,7.8,0.3,"Beckley, WV",89.9,2013,1.1
4.3,0.8,0.2,"Bellingham, WA",85.6,2013,8.6
1.4,0.3,0.4,"Bend, OR",93.9,2013,7.7
0.7,0.5,0.2,"Billings, MT",90.6,2013,5.0
3.1,4.5,0.0,"Binghamton, NY",88.9,2013,3.3
1.3,28.4,0.0,"Birmingham, AL",66.7,2013,4.4
0.6,0.6,0.0,"Bismarck, ND",88.8,2013,1.5
3.3,4.7,0.0,"Blacksburg, VA",89.6,2013,2.5
4.5,6.9,0.1,"Bloomington, IL",85.0,2013,4.6
5.2,3.1,0.1,"Bloomington, IN",89.2,2013,2.8
N,N,N,"Bloomsburg, PA",N,2013,2.5
0.4,4.2,0.0,"Bluefield, WV",92.5,2013,0.8
2.1,0.8,0.2,"Boise City, ID",91.4,2013,12.8
7.0,7.7,0.0,"Boston, MA",77.8,2013,9.9
4.1,1.1,0.2,"Boulder, CO",87.0,2013,13.7
2.0,7.4,0.0,"Bowling Green, KY",86.2,2013,4.2
1.2,0.1,0.1,"Bozeman, MT",95.1,2013,3.1
0.5,0.1,0.0,"Brainerd, MN",92.9,2013,1.4
0.2,0.4,0.0,"Branson, MO",94.4,2013,4.1
4.9,2.8,0.8,"Bremerton, WA",82.0,2013,7.0
4.7,11.2,0.0,"Bridgeport, CT",73.5,2013,18.2
0.9,0.2,0.0,"Brownsville, TX",93.2,2013,88.5
0.6,22.4,0.1,"Brunswick, GA",72.1,2013,5.5
2.6,12.2,0.0,"Buffalo, NY",80.4,2013,4.5
1.5,18.8,0.0,"Burlington, NC",69.0,2013,11.8
2.1,1.9,0.1,"Burlington, VT",93.0,2013,1.8
2.9,15.2,0.1,"California, MD",78.1,2013,4.5
0.7,6.6,0.0,"Canton, OH",89.1,2013,1.7
1.5,8.8,0.0,"Cape Coral, FL",84.0,2013,19.1
0.6,9.9,0.0,"Cape Girardeau, MO",88.0,2013,2.0
1.9,9.0,0.0,"Carbondale, IL",85.2,2013,3.2
2.3,2.0,1.0,"Carson City, NV",85.1,2013,22.7
0.9,0.4,0.0,"Casper, WY",91.6,2013,8.0
1.4,4.6,0.0,"Cedar Rapids, IA",91.0,2013,2.6
1.3,0.2,0.0,"Centralia, WA",91.2,2013,9.4
0.9,4.1,0.1,"Chambersburg, PA",93.3,2013,4.8
8.3,10.5,0.0,"Champaign, IL",77.3,2013,5.0
0.8,3.6,0.0,"Charleston, WV",89.9,2013,1.1
0.8,2.7,0.0,"Charleston, IL",93.6,2013,1.9
1.7,27.2,0.0,"Charleston, SC",67.1,2013,5.3
3.0,22.4,0.0,"Charlotte, NC",68.3,2013,9.6
3.2,14.1,0.1,"Charlottesville, VA",78.2,2013,5.0
1.5,14.1,0.1,"Chattanooga, TN",81.8,2013,3.7
1.8,3.4,0.0,"Cheyenne, WY",88.0,2013,14.1
6.0,16.9,0.0,"Chicago, IL",66.8,2013,21.4
4.5,1.5,0.1,"Chico, CA",83.4,2013,15.1
N,N,N,"Chillicothe, OH",N,2013,0.7
2.1,12.0,0.1,"Cincinnati, OH",83.0,2013,2.8
1.7,0.6,0.0,"Claremont, NH",95.0,2013,1.6
N,N,N,"Clarksburg, WV",N,2013,1.2
1.7,18.2,0.1,"Clarksville, TN",72.8,2013,8.4
1.6,0.8,0.0,"Clearlake, CA",77.8,2013,18.4
0.9,4.7,0.0,"Cleveland, TN",93.4,2013,4.8
2.1,19.9,0.0,"Cleveland, OH",74.4,2013,5.1
1.1,0.4,0.0,"Coeur d'Alene, ID",94.0,2013,4.2
4.9,11.0,0.1,"College Station, TX",73.2,2013,22.9
2.7,5.6,0.4,"Colorado Springs, CO",80.3,2013,15.5
4.2,6.6,0.2,"Columbia, MO",83.1,2013,3.2
1.9,33.5,0.0,"Columbia, SC",60.3,2013,5.3
1.7,39.8,0.1,"Columbus, GA",51.4,2013,6.8
4.7,1.6,0.2,"Columbus, IN",86.0,2013,6.4
3.3,14.5,0.0,"Columbus, OH",77.8,2013,3.7
1.7,1.2,0.0,"Concord, NH",94.8,2013,1.8
0.7,2.2,0.1,"Cookeville, TN",95.5,2013,4.1
1.0,2.5,0.6,"Coos Bay, OR",88.8,2013,5.9
1.5,1.5,0.0,"Corning, NY",94.8,2013,1.5
1.7,3.7,0.1,"Corpus Christi, TX",85.7,2013,58.5
5.5,1.2,0.2,"Corvallis, OR",88.0,2013,7.0
2.9,9.2,0.1,"Crestview, FL",81.0,2013,7.8
N,N,N,"Cullman, AL",N,2013,4.4
0.2,6.9,0.2,"Cumberland, MD",89.7,2013,1.0
5.7,15.1,0.1,"Dallas, TX",69.2,2013,28.0
0.8,3.3,0.0,"Dalton, GA",91.1,2013,27.6
0.8,13.5,0.1,"Danville, IL",83.2,2013,4.7
0.3,33.9,0.0,"Danville, VA",63.1,2013,1.7
0.7,10.3,0.0,"Daphne, AL",86.9,2013,4.6
1.8,7.7,0.0,"Davenport, IA",86.2,2013,8.2
2.0,15.4,0.0,"Dayton, OH",79.0,2013,2.4
0.2,11.9,0.0,"Decatur, AL",81.0,2013,6.5
1.2,13.1,0.0,"Decatur, IL",78.8,2013,2.1
1.9,10.1,0.0,"Deltona, FL",82.8,2013,11.5
3.8,5.4,0.1,"Denver, CO",82.1,2013,22.7
