city,Year,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons
"Seattle, WA",2003,40255,126118257,3133021
"Seattle, WA",2004,43255,136639969,3158967
"Seattle, WA",2005,44318,141739127,3198265
"Seattle, WA",2006,48058,156527917,3257081
"Seattle, WA",2007,51370,169749555,3304467
"Seattle, WA",2008,52386,175757426,3355042
"Seattle, WA",2009,48154,164437736,3414797
"Seattle, WA",2010,48796,168310441,3449241
"Seattle, WA",2011,51325,179835829,3503891
"Seattle, WA",2012,55742,198375359,3558829
"Seattle, WA",2013,56551,204281077,3612347
"Seattle, WA",2014,60831,223562420,3675160
"Seattle, WA",2015,63685,238160804,3739654
"Seattle, WA",2016,66330,253138461,3816355
"Seattle, WA",2017,69844,271383679,3885579
"Seattle, WA",2018,74815,294409674,3935179
"Sebastian, FL",2000,38996,4419089,113323
"Sebastian, FL",2001,42240,4876805,115456
"Sebastian, FL",2002,42237,4990078,118144
"Sebastian, FL",2003,43796,5275246,120450
"Sebastian, FL",2004,48976,6122059,125001
"Sebastian, FL",2005,53777,6881051,127955
"Sebastian, FL",2006,60630,7970537,131463
"Sebastian, FL",2007,61725,8305899,134564
"Sebastian, FL",2008,61656,8402292,136277
"Sebastian, FL",2009,51848,7104029,137016
"Sebastian, FL",2010,52733,7291344,138270
"Sebastian, FL",2011,57519,8001026,139103
"Sebastian, FL",2012,60869,8550399,140473
"Sebastian, FL",2013,60557,8592769,141895
"Sebastian, FL",2014,66464,9600373,144445
"Sebastian, FL",2015,68566,10108919,147434
"Sebastian, FL",2016,71241,10768763,151159
"Sebastian, FL",2017,74267,11454945,154241
"Sebastian, FL",2018,79353,12473322,157187
"Sebring, FL",2000,20712,1810547,87417
"Sebring, FL",2001,21656,1916798,88510
"Sebring, FL",2002,22309,2006473,89939
"Sebring, FL",2003,22967,2088707,90943
"Sebring, FL",2004,23673,2203488,93079
"Sebring, FL",2005,24779,2369188,95614
"Sebring, FL",2006,26090,2551246,97788
"Sebring, FL",2007,27085,2682005,99023
"Sebring, FL",2008,27500,2738149,99568
"Sebring, FL",2009,27443,2715630,98956
"Sebring, FL",2010,28785,2839216,98635
"Sebring, FL",2011,29590,2913943,98477
"Sebring, FL",2012,29913,2938159,98222
"Sebring, FL",2013,29737,2916520,98077
"Sebring, FL",2014,30737,3030199,98584
"Sebring, FL",2015,31817,3186066,100137
"Sebring, FL",2016,32083,3273759,102041
"Sebring, FL",2017,33011,3428227,103852
"Sebring, FL",2018,33548,3520298,104933
"Sheboygan, WI",2000,29738,3352649,112739
"Sheboygan, WI",2001,30558,3453765,113023
"Sheboygan, WI",2002,31690,3588915,113251
"Sheboygan, WI",2003,32171,3649211,113433
"Sheboygan, WI",2004,33884,3857137,113832
"Sheboygan, WI",2005,34249,3919903,114454
"Sheboygan, WI",2006,35732,4101145,114775
"Sheboygan, WI",2007,37391,4306626,115178
"Sheboygan, WI",2008,39670,4587951,115652
"Sheboygan, WI",2009,38688,4470862,115562
"Sheboygan, WI",2010,38881,4491663,115524
"Sheboygan, WI",2011,40835,4704538,115208
"Sheboygan, WI",2012,44078,5058669,114767
"Sheboygan, WI",2013,43351,4972269,114697
"Sheboygan, WI",2014,45512,5233074,114982
"Sheboygan, WI",2015,47340,5453389,115196
"Sheboygan, WI",2016,48202,5544641,115030
"Sheboygan, WI",2017,50830,5849961,115089
"Sheboygan, WI",2018,53263,6137617,115233
"Sherman, TX",2000,23413,2597388,110939
"Sherman, TX",2001,24033,2699669,112330
"Sherman, TX",2002,24310,2752858,113239
"Sherman, TX",2003,24975,2857696,114421
"Sherman, TX",2004,26086,2999785,114998
"Sherman, TX",2005,27310,3158882,115666
"Sherman, TX",2006,29242,3426414,117174
"Sherman, TX",2007,31169,3688255,118331
"Sherman, TX",2008,33169,3941638,118834
"Sherman, TX",2009,31705,3806774,120069
"Sherman, TX",2010,32264,3904991,121034
"Sherman, TX",2011,33990,4127422,121430
"Sherman, TX",2012,35621,4340610,121854
"Sherman, TX",2013,36117,4419341,122362
"Sherman, TX",2014,37946,4690074,123599
"Sherman, TX",2015,38777,4871518,125628
"Sherman, TX",2016,39954,5125785,128291
"Sherman, TX",2017,40793,5350091,131152
"Sherman, TX",2018,42480,5683293,133787
"Shreveport, LA",2000,24867,9353843,376150
"Shreveport, LA",2001,27403,10310232,376250
"Shreveport, LA",2002,28066,10568878,376578
"Shreveport, LA",2003,28752,10842769,377109
"Shreveport, LA",2004,29355,11171230,380550
"Shreveport, LA",2005,31753,12164595,383099
"Shreveport, LA",2006,33663,13112400,389521
"Shreveport, LA",2007,34356,13406327,390221
"Shreveport, LA",2008,39235,15394566,392367
"Shreveport, LA",2009,37283,14720883,394845
"Shreveport, LA",2010,39263,15702599,399935
"Shreveport, LA",2011,40153,16216912,403880
"Shreveport, LA",2012,40927,16675025,407435
"Shreveport, LA",2013,41951,17042125,406237
"Shreveport, LA",2014,45366,18352090,404534
"Shreveport, LA",2015,44748,18078039,404000
"Shreveport, LA",2016,43295,17402179,401947
"Shreveport, LA",2017,43863,17552237,400161
"Shreveport, LA",2018,47002,18672868,397281
"Sierra Vista, AZ",2000,20742,2450308,118132
"Sierra Vista, AZ",2001,22260,2644500,118798
"Sierra Vista, AZ",2002,23176,2777592,119847
"Sierra Vista, AZ",2003,25101,3028185,120638
"Sierra Vista, AZ",2004,26386,3251597,123234
"Sierra Vista, AZ",2005,28067,3530461,125786
"Sierra Vista, AZ",2006,29401,3741072,127241
"Sierra Vista, AZ",2007,31409,4026784,128206
"Sierra Vista, AZ",2008,33022,4260556,129023
"Sierra Vista, AZ",2009,34195,4448084,130081
"Sierra Vista, AZ",2010,34563,4556212,131822
"Sierra Vista, AZ",2011,35214,4686920,133097
"Sierra Vista, AZ",2012,34354,4535292,132017
"Sierra Vista, AZ",2013,34557,4477829,129578
"Sierra Vista, AZ",2014,35828,4561348,127314
"Sierra Vista, AZ",2015,36934,4670449,126454
"Sierra Vista, AZ",2016,37497,4712805,125686
"Sierra Vista, AZ",2017,39060,4877224,124864
"Sierra Vista, AZ",2018,39911,5045137,126411
"Sioux City, IA",2000,26695,3814550,142892
"Sioux City, IA",2001,27613,3926335,142193
"Sioux City, IA",2002,28079,3982065,141815
"Sioux City, IA",2003,29009,4101140,141374
"Sioux City, IA",2004,31421,4434643,141136
"Sioux City, IA",2005,34099,4769135,139860
"Sioux City, IA",2006,35890,5037628,140363
"Sioux City, IA",2007,39845,5607031,140721
"Sioux City, IA",2008,43213,6105892,141298
"Sioux City, IA",2009,39653,5656261,142645
"Sioux City, IA",2010,40812,5872816,143901
"Sioux City, IA",2011,40268,5805449,144171
"Sioux City, IA",2012,41631,5983349,143723
"Sioux City, IA",2013,41183,5914811,143623
"Sioux City, IA",2014,43141,6194640,143590
"Sioux City, IA",2015,45877,6594134,143736
"Sioux City, IA",2016,46749,6724560,143844
"Sioux City, IA",2017,47827,6847208,143165
"Sioux City, IA",2018,51212,7363690,143787
"Sioux Falls, SD",2000,30751,5790697,188310
"Sioux Falls, SD",2001,31110,5963491,191693
"Sioux Falls, SD",2002,31849,6192815,194442
"Sioux Falls, SD",2003,33233,6573898,197813
"Sioux Falls, SD",2004,35183,7118442,202328
"Sioux Falls, SD",2005,37780,7805480,206605
"Sioux Falls, SD",2006,41316,8741455,211576
"Sioux Falls, SD",2007,44245,9598745,216943
"Sioux Falls, SD",2008,46176,10245930,221887
"Sioux Falls, SD",2009,44624,10081115,225913
"Sioux Falls, SD",2010,46356,10620149,229099
"Sioux Falls, SD",2011,47486,11023784,232150
"Sioux Falls, SD",2012,49589,11754266,237032
"Sioux Falls, SD",2013,48094,11627843,241772
"Sioux Falls, SD",2014,51508,12677699,246133
"Sioux Falls, SD",2015,55045,13761971,250012
"Sioux Falls, SD",2016,56065,14274351,254602
"Sioux Falls, SD",2017,57456,14943379,260083
"Sioux Falls, SD",2018,60237,15891144,263810
"South Bend, IN",2000,27314,8658141,316991
"South Bend, IN",2001,28031,8883049,316897
"South Bend, IN",2002,28810,9123423,316678
"South Bend, IN",2003,29254,9260149,316545
"South Bend, IN",2004,30819,9764268,316831
"South Bend, IN",2005,31891,10116428,317221
"South Bend, IN",2006,33776,10733152,317778
"South Bend, IN",2007,34862,11109517,318668
"South Bend, IN",2008,35240,11275531,319966
"South Bend, IN",2009,33167,10586642,319189
"South Bend, IN",2010,34202,10911871,319044
"South Bend, IN",2011,36279,11568795,318884
"South Bend, IN",2012,38060,12114468,318296
"South Bend, IN",2013,38658,12317993,318639
"South Bend, IN",2014,40681,12993802,319410
"South Bend, IN",2015,43088,13775245,319703
"South Bend, IN",2016,43357,13923704,321144
"South Bend, IN",2017,45428,14606973,321538
"South Bend, IN",2018,47300,15263634,322697
"Spartanburg, SC",2000,25191,6409611,254443
"Spartanburg, SC",2001,25659,6580831,256469
"Spartanburg, SC",2002,26298,6797074,258467
"Spartanburg, SC",2003,26584,6917715,260223
"Spartanburg, SC",2004,27947,7317338,261828
"Spartanburg, SC",2005,29260,7738833,264481
"Spartanburg, SC",2006,31061,8352155,268898
"Spartanburg, SC",2007,32411,8887652,274215
"Spartanburg, SC",2008,33552,9383480,279673
"Spartanburg, SC",2009,31158,8828224,283335
"Spartanburg, SC",2010,32023,9117819,284731
"Spartanburg, SC",2011,33817,9675160,286102
"Spartanburg, SC",2012,36138,10414088,288176
"Spartanburg, SC",2013,35181,10217192,290414
"Spartanburg, SC",2014,38171,11183423,292981
"Spartanburg, SC",2015,39674,11765741,296558
"Spartanburg, SC",2016,40965,12324966,300867
"Spartanburg, SC",2017,41803,12822583,306740
"Spartanburg, SC",2018,43055,13525267,314137
"Spokane, WA",2000,26226,12038302,459013
"Spokane, WA",2001,26334,12196049,463126
"Spokane, WA",2002,26726,12492815,467441
"Spokane, WA",2003,27530,12975053,471299
"Spokane, WA",2004,28643,13642527,476290
"Spokane, WA",2005,29484,14212801,482051
"Spokane, WA",2006,31279,15322983,489883
"Spokane, WA",2007,33181,16564419,499209
"Spokane, WA",2008,35092,17744624,505661
"Spokane, WA",2009,34101,17452393,511783
"Spokane, WA",2010,34744,17912195,515553
"Spokane, WA",2011,36144,18682412,516889
"Spokane, WA",2012,37468,19443449,518930
"Spokane, WA",2013,37694,19661078,521603
"Spokane, WA",2014,39602,20843860,526336
"Spokane, WA",2015,41179,21913899,532163
"Spokane, WA",2016,42242,22854063,541030
"Spokane, WA",2017,43923,24168968,550259
"Spokane, WA",2018,46304,25876063,558827
"Springfield, IL",2000,31035,6257520,201628
"Springfield, IL",2001,32120,6501995,202427
"Springfield, IL",2002,32633,6633674,203281
"Springfield, IL",2003,32583,6643661,203901
"Springfield, IL",2004,32976,6744417,204526
"Springfield, IL",2005,33364,6839175,204988
"Springfield, IL",2006,34272,7056116,205887
"Springfield, IL",2007,35607,7362486,206771
"Springfield, IL",2008,36973,7685699,207874
"Springfield, IL",2009,37711,7877834,208900
"Springfield, IL",2010,39226,8255598,210465
"Springfield, IL",2011,40772,8632873,211736
"Springfield, IL",2012,40756,8644092,212095
"Springfield, IL",2013,42104,8913926,211713
"Springfield, IL",2014,43394,9186259,211692
"Springfield, IL",2015,44392,9377951,211254
"Springfield, IL",2016,44947,9457998,210424
"Springfield, IL",2017,46387,9711836,209365
"Springfield, IL",2018,47955,9971208,207928
"Springfield, MA",2000,28103,19120671,680368
"Springfield, MA",2001,29783,20270937,680632
"Springfield, MA",2002,30413,20802433,684002
"Springfield, MA",2003,31279,21492665,687131
"Springfield, MA",2004,32431,22303758,687735
"Springfield, MA",2005,33594,23126258,688409
"Springfield, MA",2006,35034,24148641,689284
"Springfield, MA",2007,36631,25269801,689853
"Springfield, MA",2008,38203,26407649,691239
"Springfield, MA",2009,38408,26581309,692079
"Springfield, MA",2010,39390,27373425,694935
"Springfield, MA",2011,41163,28732795,698017
"Springfield, MA",2012,43236,30224716,699061
"Springfield, MA",2013,43584,30507279,699964
"Springfield, MA",2014,45241,31744432,701671
"Springfield, MA",2015,47853,33530052,700688
"Springfield, MA",2016,48958,34260875,699804
"Springfield, MA",2017,50283,35167317,699387
"Springfield, MA",2018,52317,36629063,700138
"Springfield, MO",2000,24245,8968892,369920
"Springfield, MO",2001,25908,9721194,375215
"Springfield, MO",2002,26566,10109055,380529
"Springfield, MO",2003,27717,10727481,387040
"Springfield, MO",2004,28993,11442191,394660
"Springfield, MO",2005,30009,12090217,402883
"Springfield, MO",2006,30784,12737362,413765
"Springfield, MO",2007,31765,13440495,423127
"Springfield, MO",2008,33025,14177330,429289
"Springfield, MO",2009,31924,13861979,434220
"Springfield, MO",2010,31955,13975534,437349
"Springfield, MO",2011,33024,14545002,440432
"Springfield, MO",2012,34467,15314624,444329
"Springfield, MO",2013,34471,15457665,448427
"Springfield, MO",2014,36011,16260938,451556
"Springfield, MO",2015,37771,17208341,455593
"Springfield, MO",2016,38433,17599347,457917
"Springfield, MO",2017,40025,18495016,462090
"Springfield, MO",2018,41243,19230402,466273
"Springfield, OH",2000,26303,3803524,144605
"Springfield, OH",2001,26812,3855685,143803
"Springfield, OH",2002,26800,3838591,143229
"Springfield, OH",2003,27549,3905349,141758
"Springfield, OH",2004,28117,3975125,141380
"Springfield, OH",2005,28631,4047469,141367
"Springfield, OH",2006,29895,4205301,140668
"Springfield, OH",2007,30846,4313125,139829
"Springfield, OH",2008,31689,4417512,139404
"Springfield, OH",2009,31626,4389020,138778
"Springfield, OH",2010,32187,4450591,138274
"Springfield, OH",2011,33889,4670226,137811
"Springfield, OH",2012,34531,4736679,137171
"Springfield, OH",2013,35066,4791313,136638
"Springfield, OH",2014,36113,4922597,136311
"Springfield, OH",2015,37138,5041325,135746
"Springfield, OH",2016,38026,5122990,134723
"Springfield, OH",2017,39445,5307351,134549
"Springfield, OH",2018,40563,5456881,134528
"St. Cloud, MN",2000,25386,4268389,168139
"St. Cloud, MN",2001,26944,4596340,170587
"St. Cloud, MN",2002,27835,4818810,173123
"St. Cloud, MN",2003,28872,5057320,175161
"St. Cloud, MN",2004,30093,5322251,176860
"St. Cloud, MN",2005,30574,5479533,179222
"St. Cloud, MN",2006,31711,5767430,181873
"St. Cloud, MN",2007,33205,6129586,184598
"St. Cloud, MN",2008,34676,6467392,186507
"St. Cloud, MN",2009,33293,6262969,188114
"St. Cloud, MN",2010,34455,6519588,189218
"St. Cloud, MN",2011,36967,7027077,190090
"St. Cloud, MN",2012,38722,7379013,190562
"St. Cloud, MN",2013,39647,7594535,191552
"St. Cloud, MN",2014,41787,8069353,193109
"St. Cloud, MN",2015,42736,8351720,195425
"St. Cloud, MN",2016,42750,8417932,196912
"St. Cloud, MN",2017,44700,8870147,198436
"St. Cloud, MN",2018,46240,9255764,200166
"St. George, UT",2000,19205,1751589,91206
"St. George, UT",2001,20281,1916765,94512
"St. George, UT",2002,20264,2011694,99274
"St. George, UT",2003,20961,2183920,104188
"St. George, UT",2004,22431,2472030,110207
"St. George, UT",2005,23936,2848372,119000
"St. George, UT",2006,25390,3219302,126796
"St. George, UT",2007,26421,3494885,132277
"St. George, UT",2008,26516,3594265,135552
"St. George, UT",2009,25452,3489153,137088
"St. George, UT",2010,26029,3602106,138389
"St. George, UT",2011,26823,3788671,141249
"St. George, UT",2012,27992,4034723,144139
"St. George, UT",2013,29292,4305593,146987
"St. George, UT",2014,31167,4708745,151081
"St. George, UT",2015,33079,5115741,154650
"St. George, UT",2016,34817,5548089,159352
"St. George, UT",2017,37043,6146500,165929
"St. George, UT",2018,40053,6871840,171567
"St. Joseph, MO",2000,23537,2920676,124091
"St. Joseph, MO",2001,23984,2972526,123936
"St. Joseph, MO",2002,24462,3030695,123894
"St. Joseph, MO",2003,25122,3113187,123923
"St. Joseph, MO",2004,26866,3314305,123366
"St. Joseph, MO",2005,27546,3401549,123484
"St. Joseph, MO",2006,28846,3583335,124222
"St. Joseph, MO",2007,29987,3762872,125483
"St. Joseph, MO",2008,31747,4002519,126077
"St. Joseph, MO",2009,31342,3980404,127001
"St. Joseph, MO",2010,31213,3972526,127271
"St. Joseph, MO",2011,33196,4239145,127700
"St. Joseph, MO",2012,34230,4378285,127908
"St. Joseph, MO",2013,34918,4456791,127635
"St. Joseph, MO",2014,35529,4521406,127261
"St. Joseph, MO",2015,36221,4590097,126724
"St. Joseph, MO",2016,36679,4643514,126597
"St. Joseph, MO",2017,37831,4778976,126323
"St. Joseph, MO",2018,38418,4840654,125998
"St. Louis, MO",2000,31998,85716308,2678822
"St. Louis, MO",2001,32772,88162073,2690131
"St. Louis, MO",2002,33558,90610663,2700121
"St. Louis, MO",2003,34533,93619240,2711031
"St. Louis, MO",2004,35815,97484457,2721868
"St. Louis, MO",2005,37314,101878567,2730316
"St. Louis, MO",2006,39582,108622453,2744265
"St. Louis, MO",2007,40966,112885283,2755581
"St. Louis, MO",2008,42802,118467099,2767776
"St. Louis, MO",2009,41073,114159685,2779404
"St. Louis, MO",2010,42432,118383785,2789989
"St. Louis, MO",2011,43926,122780417,2795155
"St. Louis, MO",2012,46679,130546919,2796682
"St. Louis, MO",2013,46270,129532524,2799472
"St. Louis, MO",2014,48023,134629346,2803430
"St. Louis, MO",2015,49707,139553430,2807503
"St. Louis, MO",2016,51443,144322152,2805502
"St. Louis, MO",2017,52395,147006378,2805758
"St. Louis, MO",2018,55277,154995620,2803958
"State College, PA",2000,25470,3462967,135965
"State College, PA",2001,26517,3649253,137620
"State College, PA",2002,27138,3821535,140821
"State College, PA",2003,27864,3982519,142926
"State College, PA",2004,29505,4255694,144238
"State College, PA",2005,31011,4513504,145543
"State College, PA",2006,31683,4712348,148734
"State College, PA",2007,32784,4901119,149498
"State College, PA",2008,34211,5187938,151645
"State College, PA",2009,34084,5216560,153052
"State College, PA",2010,35703,5506441,154230
"State College, PA",2011,37499,5814828,155067
"State College, PA",2012,38635,6020263,155826
"State College, PA",2013,39660,6275406,158231
"State College, PA",2014,41368,6604536,159653
"State College, PA",2015,41699,6691308,160466
"State College, PA",2016,42603,6903061,162034
"State College, PA",2017,44720,7258779,162316
"State College, PA",2018,45866,7457920,162601
"Staunton, VA",2000,24964,2724303,109129
"Staunton, VA",2001,25431,2787236,109602
"Staunton, VA",2002,25809,2850199,110436
"Staunton, VA",2003,26988,3010529,111549
"Staunton, VA",2004,29509,3327217,112751
"Staunton, VA",2005,30130,3437431,114085
"Staunton, VA",2006,31005,3604675,116262
"Staunton, VA",2007,33697,3966355,117708
"Staunton, VA",2008,35243,4173465,118420
"Staunton, VA",2009,35106,4163354,118593
"Staunton, VA",2010,35988,4257939,118314
"Staunton, VA",2011,36729,4362447,118774
"Staunton, VA",2012,37530,4445967,118463
"Staunton, VA",2013,37745,4495862,119110
"Staunton, VA",2014,39554,4725516,119469
"Staunton, VA",2015,40785,4894981,120019
"Staunton, VA",2016,41447,5004575,120747
"Staunton, VA",2017,42815,5212524,121744
"Staunton, VA",2018,44336,5436837,122628
"Stockton, CA",2000,25139,14275791,567885
"Stockton, CA",2001,26393,15603664,591207
"Stockton, CA",2002,26809,16327635,609041
"Stockton, CA",2003,27866,17465538,626778
"Stockton, CA",2004,29044,18672580,642898
"Stockton, CA",2005,30054,19744981,656985
"Stockton, CA",2006,31521,20892787,662812
"Stockton, CA",2007,32327,21597355,668080
"Stockton, CA",2008,32306,21699463,671692
"Stockton, CA",2009,32113,21764015,677736
"Stockton, CA",2010,32757,22508045,687127
"Stockton, CA",2011,33470,23239836,694354
"Stockton, CA",2012,34403,24068159,699593
"Stockton, CA",2013,35715,25073348,702046
"Stockton, CA",2014,37651,26791397,711579
"Stockton, CA",2015,40129,28984215,722271
"Stockton, CA",2016,41624,30502705,732809
"Stockton, CA",2017,42917,31900044,743296
"Stockton, CA",2018,44697,33634157,752491
"Sumter, SC",2000,20779,2853522,137330
"Sumter, SC",2001,21475,2953093,137516
"Sumter, SC",2002,22125,3063779,138474
"Sumter, SC",2003,23108,3198565,138417
"Sumter, SC",2004,24340,3400771,139721
"Sumter, SC",2005,25107,3513243,139929
"Sumter, SC",2006,26329,3687263,140047
"Sumter, SC",2007,27489,3855647,140264
"Sumter, SC",2008,28159,3979940,141338
