city_merge_name,population,year,violent_crime,property_crime,rev_total,police,education_services,education,educ_higher,educ_elem_sec,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,correction,parks_recreation,housing_commdevt,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons,total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,percent_race_one_race_white,percent_hispanic_or_latino
"Lexington, KY",477150.0,2010.0,0.0043419999999999,0.035186,3542.53,189.4,1469.1,1417.27,0.0,1417.27,145.71,40.93,0.0,0.0,40.93,91.17,81.08,29.78,37141.0,17583206.0,473412.0,304395.0,6.9,5.9,306663.0,259424.0,460896.0,25.6,18.8,233500.0,367850.0,6501.0,104054.0,227396.0,50179.0,18.4,2.4,10.4,0.1,81.9,5.9
"Lexington, KY",475361.0,2011.0,0.003803,0.040222,3782.41,182.64,1533.09,1486.58,0.0,1486.58,136.44,34.21,0.0,0.0,34.21,87.21,34.29,14.32,38809.0,18586585.0,478930.0,305304.0,10.1,6.9,304210.0,252468.0,462588.0,22.1,17.3,238931.0,368096.0,6469.0,105363.0,223657.0,53015.0,16.9,2.5,11.2,0.0,81.9,5.5
"Lexington, KY",480457.0,2012.0,0.00298,0.040965,3331.33,168.44,1519.5,1474.65,0.0,1474.65,87.88,31.6,0.0,0.0,31.6,86.09,61.69,17.41,40154.0,19483974.0,485236.0,309419.0,7.5,3.4,305567.0,257348.0,465971.0,18.1,15.7,237397.0,371140.0,7113.0,104884.0,228574.0,55520.0,16.4,2.5,10.5,0.1,82.0,5.9
"Lexington, KY",489329.0,2013.0,0.002567,0.037231,3387.0,160.41,1534.49,1492.09,0.0,1492.09,83.8,30.13,0.0,0.0,30.13,81.95,58.66,16.57,41078.0,20165627.0,490906.0,313213.0,7.8,4.6,307310.0,260152.0,472058.0,21.0,17.1,241172.0,375974.0,6815.0,107202.0,230886.0,57546.0,17.5,2.5,11.3,0.0,81.2,5.9
"Lexington, KY",499000.0,2015.0,0.002563,0.034874,3488.9,177.0,1466.43,1403.85,0.0,1403.85,83.41,32.98,0.0,0.0,32.98,124.6,144.56,33.15,44613.0,22372244.0,501469.0,320909.0,8.3,4.4,312796.0,261643.0,482713.0,26.3,18.7,247920.0,387959.0,6705.0,107304.0,234793.0,62613.0,18.2,2.6,11.2,0.0,81.3,5.9
"Lexington, KY",505664.0,2016.0,0.00264,0.035929,3619.61,178.7,1519.61,1460.97,0.0,1460.97,100.18,52.23,0.0,0.0,52.23,97.09,164.9,45.74,45125.0,22896007.0,507387.0,326883.0,7.2,2.4,314526.0,267985.0,488829.0,25.2,17.1,250684.0,390996.0,6454.0,109269.0,238145.0,65034.0,16.3,2.7,11.0,0.0,81.0,5.9
"Louisville, KY",1268689.0,2010.0,0.003952,0.035195,3614.35,193.87,1549.89,1524.84,0.0,1524.84,90.0,17.86,0.0,0.0,17.86,74.35,95.11,79.71,37846.0,45591845.0,1204655.0,852703.0,9.3,2.9,801862.0,662512.0,1263362.0,22.4,15.3,648997.0,993421.0,5811.0,303535.0,614365.0,157965.0,13.8,1.6,13.7,0.0,81.8,3.9
"Louisville, KY",1291986.0,2011.0,0.00419,0.037764,3618.15,168.73,1555.98,1530.12,0.0,1530.12,104.55,31.68,0.0,0.0,31.68,70.73,57.94,117.23,39732.0,48150367.0,1211869.0,859680.0,9.6,2.3,804620.0,667223.0,1270123.0,22.9,15.3,652073.0,1001891.0,6153.0,302672.0,618050.0,162831.0,13.6,1.5,13.5,0.0,81.2,4.0
"Louisville, KY",1248616.0,2012.0,0.004253,0.03475,3493.25,237.11,1657.78,1634.24,0.0,1634.24,65.7,16.57,0.0,0.0,16.57,71.09,83.79,95.11,42129.0,51405485.0,1220183.0,864903.0,9.8,3.7,804848.0,669091.0,1276908.0,23.0,16.1,655576.0,1009481.0,5870.0,301881.0,621332.0,170179.0,14.9,1.7,13.7,0.0,81.2,4.2
"Louisville, KY",1269992.0,2014.0,0.00395,0.032894,3489.3,253.84,1530.86,1458.39,0.0,1458.39,153.62,27.13,0.0,0.0,27.13,85.95,74.69,53.31,43289.0,53650667.0,1239354.0,846700.0,8.5,2.9,772125.0,649942.0,1237463.0,20.5,14.5,637775.0,980234.0,6278.0,289065.0,599688.0,176273.0,13.6,1.8,14.2,0.1,80.5,4.4
"Louisville, KY",1276536.0,2015.0,0.004229,0.03258,3562.87,255.65,1531.51,1485.15,0.0,1485.15,179.71,21.61,0.0,0.0,21.61,83.65,72.24,60.92,45542.0,56756043.0,1246231.0,862525.0,8.0,3.8,783511.0,653963.0,1253866.0,19.5,13.4,644473.0,999581.0,6302.0,288138.0,609393.0,182217.0,12.4,1.9,13.9,0.0,80.7,4.4
"Louisville, KY",1285169.0,2016.0,0.004378,0.033589,3678.17,256.3,1535.92,1493.85,0.0,1493.85,190.91,26.46,0.0,0.0,26.46,84.82,79.38,61.22,46610.0,58379717.0,1252525.0,865625.0,7.5,3.4,781972.0,666992.0,1257116.0,17.9,12.7,645339.0,1003390.0,6337.0,288494.0,611777.0,186650.0,12.0,2.0,14.3,0.0,80.2,4.6
"Louisville, KY",1291962.0,2017.0,0.004177,0.030947,3680.45,266.12,1595.13,1563.92,0.0,1563.92,181.31,23.81,0.0,0.0,23.81,88.82,82.16,72.93,48038.0,60506530.0,1259553.0,875922.0,7.7,2.8,782453.0,668951.0,1266860.0,17.2,12.2,648932.0,1008460.0,6764.0,289721.0,617928.0,194686.0,11.5,2.2,14.5,0.1,79.7,4.7
"Baton Rouge, LA",809822.0,2011.0,0.005868,0.040742,4413.65,311.68,1621.54,1550.94,0.0,1550.94,234.87,13.36,0.74,0.0,12.62,88.09,208.09,151.18,39895.0,33172504.0,831493.0,499531.0,10.5,3.9,504522.0,412210.0,782522.0,23.9,17.6,403094.0,610687.0,6772.0,192515.0,379428.0,85485.0,16.4,1.9,35.0,0.1,60.9,3.6
"Baton Rouge, LA",819681.0,2013.0,0.005091,0.038003,4189.14,348.55,1413.21,1307.09,0.0,1307.09,272.66,4.62,0.16,0.0,4.46,102.24,166.03,150.82,41628.0,35050425.0,841986.0,510769.0,11.6,5.8,509155.0,403954.0,797912.0,24.4,18.7,411127.0,623923.0,7383.0,194978.0,386785.0,93779.0,17.8,1.9,35.8,0.0,60.0,3.6
"Baton Rouge, LA",829780.0,2015.0,0.004789,0.034994,4079.78,323.39,1493.55,1407.56,0.0,1407.56,278.2,8.04,0.0,0.0,8.04,99.61,158.47,130.7,43691.0,37188072.0,851167.0,519466.0,9.2,5.5,506642.0,412719.0,807292.0,22.5,16.2,418760.0,632107.0,6535.0,196864.0,388532.0,103786.0,15.2,2.0,34.8,0.0,59.5,3.8
"Baton Rouge, LA",833146.0,2016.0,0.00505,0.03398,3880.68,353.6,1389.69,1298.62,0.0,1298.62,330.25,12.33,0.0,0.0,12.33,130.92,159.41,145.25,44372.0,38014545.0,856723.0,529832.0,9.3,4.8,509133.0,410019.0,811412.0,24.5,17.2,416441.0,638492.0,7492.0,195163.0,394971.0,107116.0,16.1,1.9,35.1,0.0,59.2,3.9
"Baton Rouge, LA",836722.0,2017.0,0.005468,0.039375,4117.81,365.22,1416.83,1322.83,0.0,1322.83,339.15,12.74,0.0,0.0,12.74,135.18,194.46,149.84,45853.0,39172207.0,854295.0,526593.0,8.8,4.2,506956.0,414132.0,811663.0,21.7,16.3,417239.0,640267.0,7683.0,195371.0,394424.0,109336.0,15.8,2.2,35.7,0.0,59.1,4.1
"New Orleans, LA",1178445.0,2011.0,0.004906,0.033928,6919.46,413.27,595.79,571.9,0.0,571.9,111.57,6.66,0.0,0.0,6.66,278.29,209.27,970.56,42676.0,51808922.0,1214008.0,788204.0,12.0,4.5,751534.0,594808.0,1170955.0,27.9,19.5,604977.0,930184.0,6406.0,274260.0,565978.0,145161.0,17.8,2.9,34.4,0.0,58.7,8.0
"New Orleans, LA",1220047.0,2012.0,0.004831,0.032517,6204.32,425.48,745.38,666.5,0.0,666.5,36.36,0.0,0.0,0.0,0.0,389.97,261.25,945.18,45127.0,55365993.0,1226887.0,804438.0,12.6,4.4,760087.0,602221.0,1185940.0,27.8,19.4,611174.0,941924.0,6611.0,274830.0,574766.0,151023.0,17.7,2.8,34.5,0.1,58.4,8.2
"New Orleans, LA",1239126.0,2013.0,0.004739,0.031521,6191.61,403.1,640.98,578.19,0.0,578.19,137.14,0.0,0.0,0.0,0.0,441.76,285.62,813.93,44945.0,55713717.0,1239584.0,836983.0,11.8,5.5,781841.0,619103.0,1221794.0,28.6,19.3,631308.0,973068.0,6191.0,278746.0,590486.0,161207.0,17.5,2.9,34.9,0.0,58.6,8.3
"New Orleans, LA",1265042.0,2015.0,0.005344,0.030302,6311.88,429.42,733.36,699.76,0.0,699.76,257.89,7.9,0.0,0.0,7.9,229.23,256.58,860.34,48260.0,60820971.0,1260281.0,860582.0,11.8,5.6,789008.0,635176.0,1242945.0,27.7,18.0,643647.0,992164.0,6725.0,280672.0,599298.0,173265.0,15.9,3.0,34.9,0.0,58.1,8.6
"New Orleans, LA",1272995.0,2016.0,0.0055879999999999,0.030013,6317.11,358.32,683.02,647.71,0.0,647.71,165.59,6.98,0.0,0.0,6.98,222.69,221.94,705.59,48132.0,61012409.0,1267613.0,867045.0,12.4,5.1,781710.0,628423.0,1244120.0,23.6,17.0,646523.0,994206.0,6334.0,280259.0,597597.0,182151.0,15.8,2.9,34.9,0.0,57.4,8.8
"New Orleans, LA",1276063.0,2017.0,0.00564,0.029481,5547.3,220.04,544.84,544.84,0.0,544.84,116.48,0.0,0.0,0.0,0.0,0.0,211.74,653.96,50015.0,63535209.0,1270326.0,871683.0,12.7,4.9,782433.0,618729.0,1253970.0,27.4,18.6,652599.0,1001576.0,6794.0,281431.0,601371.0,190106.0,16.9,3.0,35.5,0.0,56.5,9.0
"Shreveport, LA",394702.0,2010.0,0.006273,0.037132,5554.91,356.24,2379.92,2329.79,0.0,2329.79,74.85,0.0,0.0,0.0,0.0,220.5,149.33,158.56,39263.0,15702599.0,399935.0,256692.0,9.5,3.7,244567.0,195852.0,390793.0,29.1,18.0,204308.0,306360.0,6165.0,96700.0,186485.0,49526.0,15.4,1.1,38.4,0.3,56.9,3.6
"Shreveport, LA",449602.0,2013.0,0.005325,0.035511,5055.36,391.73,2116.75,2060.29,0.0,2060.29,98.51,0.0,0.0,0.0,0.0,219.34,193.81,145.35,41951.0,17042125.0,406237.0,288488.0,12.9,4.6,268996.0,205384.0,437810.0,28.9,20.4,229830.0,341417.0,6477.0,108726.0,207980.0,60088.0,18.6,1.1,39.1,0.1,56.6,3.4
"Shreveport, LA",445609.0,2015.0,0.005797,0.035967,4881.15,431.21,2150.28,2083.68,0.0,2083.68,160.71,0.0,0.0,0.0,0.0,238.59,193.13,78.62,44748.0,18078039.0,404000.0,290680.0,9.7,4.2,264451.0,196563.0,435019.0,32.4,21.0,227060.0,338756.0,6481.0,107771.0,207959.0,62797.0,19.0,1.3,38.9,0.0,56.5,3.8
"Shreveport, LA",442787.0,2016.0,0.006509,0.038005,5102.83,425.29,2128.84,2043.71,0.0,2043.71,116.55,0.0,0.0,0.0,0.0,244.58,191.94,114.57,43295.0,17402179.0,401947.0,290570.0,12.4,8.5,259544.0,199163.0,431130.0,35.6,24.2,225326.0,339350.0,6488.0,105975.0,205804.0,65611.0,22.5,1.2,39.9,0.1,56.1,3.7
"Shreveport, LA",439907.0,2017.0,0.006069,0.038324,5330.29,443.67,2192.11,2104.15,0.0,2104.15,118.18,0.0,0.0,0.0,0.0,255.76,200.79,119.29,43863.0,17552237.0,400161.0,288103.0,10.3,7.9,257587.0,192848.0,431235.0,37.2,23.9,225267.0,336467.0,6860.0,106017.0,205968.0,67631.0,21.9,1.2,38.9,0.1,56.1,3.8
"Boston, MA",4558433.0,2010.0,0.00406,0.021895,8669.89,563.32,2005.94,1931.24,0.0,1931.24,372.37,9.87,0.0,0.0,9.87,126.67,91.83,862.47,58062.0,265132347.0,4566348.0,3054061.0,8.4,1.7,2876427.0,2532186.0,4420405.0,11.9,10.3,2283821.0,3564151.0,6416.0,973523.0,2136584.0,570455.0,10.2,6.5,7.5,0.0,79.2,9.1
"Boston, MA",4578146.0,2011.0,0.003747,0.02109,7668.53,542.33,1886.97,1814.53,0.0,1814.53,480.78,9.0,0.0,0.0,9.0,0.0,95.37,844.29,60439.0,278612314.0,4609790.0,3096494.0,9.2,1.2,2889709.0,2526092.0,4445438.0,13.3,10.7,2288277.0,3594820.0,6340.0,968717.0,2157161.0,587012.0,10.1,6.7,7.6,0.0,78.7,9.3
"Boston, MA",4629025.0,2012.0,0.003552,0.019839,7814.66,534.7,1935.84,1863.97,0.0,1863.97,476.88,8.55,0.0,0.0,8.55,0.0,112.28,911.1,62503.0,291048881.0,4656593.0,3142624.0,9.3,1.5,2906591.0,2569028.0,4486468.0,13.0,10.7,2314202.0,3636431.0,6791.0,966272.0,2172266.0,613605.0,10.2,6.9,7.9,0.0,78.2,9.6
"Boston, MA",4679143.0,2013.0,0.003545,0.018903,7388.64,525.36,1833.23,1759.57,0.0,1759.57,434.14,8.05,0.0,0.0,8.05,0.0,122.1,779.96,62416.0,293535282.0,4702877.0,3184548.0,8.2,1.9,2927901.0,2596251.0,4525102.0,13.3,10.4,2330599.0,3680199.0,6753.0,961399.0,2194503.0,635802.0,9.9,7.0,7.7,0.0,77.8,9.9
"Boston, MA",4839029.0,2017.0,0.003053,0.013085,7471.07,551.83,2116.15,2045.48,0.0,2045.48,422.48,4.87,0.0,0.0,4.87,0.0,137.9,673.86,75012.0,363192458.0,4841772.0,3337153.0,9.2,2.1,3007626.0,2694740.0,4678551.0,11.7,9.6,2401747.0,3844211.0,6991.0,951970.0,2276804.0,718955.0,9.0,7.9,8.5,0.0,76.8,11.2
"Springfield, MA",693388.0,2010.0,0.005789,0.030595,4968.8,268.81,2970.17,2933.89,0.0,2933.89,22.62,12.25,0.0,0.0,12.25,0.0,86.76,340.43,39390.0,27373425.0,694935.0,447869.0,9.3,1.0,411139.0,343852.0,652365.0,22.3,15.8,340925.0,524016.0,6025.0,147708.0,311440.0,93518.0,14.9,2.5,6.5,0.0,82.2,15.4
"Springfield, MA",697165.0,2011.0,0.004987,0.028989,5191.88,266.99,3350.3,3313.01,0.0,3313.01,27.96,17.62,0.0,0.0,17.62,0.0,88.87,347.75,41163.0,28732795.0,698017.0,450213.0,9.9,0.9,419924.0,358071.0,657791.0,22.3,15.6,341228.0,532866.0,6170.0,145028.0,316563.0,92839.0,14.6,2.6,6.4,0.0,82.4,15.8
"Springfield, MA",627135.0,2012.0,0.004997,0.030215,5637.47,265.74,3206.27,3170.06,0.0,3170.06,29.83,20.57,0.0,0.0,20.57,0.0,56.56,369.35,43236.0,30224716.0,699061.0,452749.0,8.5,2.1,418002.0,347436.0,659621.0,26.5,17.2,340709.0,533717.0,6002.0,143170.0,318912.0,98449.0,16.0,2.6,6.4,0.0,82.7,16.2
"Springfield, MA",628316.0,2013.0,0.005222,0.029044,5926.01,253.4,3341.37,3305.95,0.0,3305.95,32.76,23.93,0.0,0.0,23.93,0.0,67.95,376.66,43584.0,30507279.0,699964.0,401411.0,8.6,2.6,373157.0,313135.0,590986.0,26.0,16.8,305581.0,479379.0,6149.0,128676.0,285405.0,89153.0,15.6,2.7,7.6,0.1,80.7,18.2
"Springfield, MA",629676.0,2014.0,0.0050739999999999,0.025253,5549.07,259.78,3277.37,3238.77,0.0,3238.77,30.29,21.7,0.0,0.0,21.7,0.0,58.13,413.91,45241.0,31744432.0,701671.0,404142.0,10.2,2.4,373652.0,313073.0,591918.0,23.8,17.4,308226.0,480281.0,6187.0,127195.0,283692.0,91071.0,17.0,3.0,7.0,0.0,81.7,18.6
"Springfield, MA",630765.0,2015.0,0.005295,0.023668,5462.94,272.76,3271.7,3231.07,0.0,3231.07,28.61,20.35,0.0,0.0,20.35,0.0,61.32,231.89,47853.0,33530052.0,700688.0,409864.0,9.1,2.4,375336.0,311562.0,596398.0,24.1,16.9,307740.0,484600.0,6766.0,127844.0,288658.0,93218.0,16.4,3.0,7.0,0.0,83.1,19.2
"Springfield, MA",630942.0,2016.0,0.005378,0.022904,5276.0,277.65,2944.79,2906.65,0.0,2906.65,25.94,16.31,0.0,0.0,16.31,0.0,66.09,238.12,48958.0,34260875.0,699804.0,409369.0,9.1,1.9,370789.0,312718.0,592201.0,25.0,15.6,306936.0,484343.0,6514.0,124300.0,285265.0,97112.0,14.2,2.8,7.1,0.0,84.3,19.7
"Springfield, MA",631954.0,2017.0,0.005038,0.0217069999999999,5469.44,286.55,2938.35,2898.86,0.0,2898.86,21.12,12.54,0.0,0.0,12.54,0.0,57.16,378.4,50283.0,35167317.0,699387.0,412525.0,11.2,1.6,369944.0,304773.0,594425.0,22.6,15.5,307553.0,486404.0,6569.0,123235.0,286872.0,101246.0,14.3,3.2,7.7,0.0,82.9,20.2
"Worcester, MA",800461.0,2010.0,0.004709,0.021515,5257.65,242.27,1994.11,1960.85,0.0,1960.85,0.15,0.0,0.0,0.0,0.0,0.0,27.75,396.13,42926.0,39446298.0,918935.0,524884.0,7.5,1.4,490896.0,425520.0,772639.0,14.1,10.8,393857.0,610534.0,6035.0,184474.0,378782.0,97269.0,10.3,3.9,3.9,0.0,87.3,9.5
"Worcester, MA",803419.0,2011.0,0.004391,0.021802,5216.85,232.67,1969.51,1939.99,0.0,1939.99,0.79,0.0,0.0,0.0,0.0,0.0,28.46,368.65,44909.0,41422821.0,922378.0,529327.0,8.4,1.4,496040.0,426110.0,777198.0,16.7,11.6,395805.0,618783.0,6333.0,182367.0,381393.0,98791.0,10.4,4.1,4.1,0.0,85.4,9.6
"Worcester, MA",851171.0,2012.0,0.004201,0.02117,4538.2,240.78,2240.65,2212.41,0.0,2212.41,0.91,0.0,0.0,0.0,0.0,0.0,29.74,356.61,46692.0,43183106.0,924856.0,533584.0,9.6,1.1,498858.0,426951.0,781577.0,15.1,11.8,397271.0,623680.0,6391.0,180350.0,384306.0,102369.0,11.1,4.3,4.4,0.0,85.1,9.8
"Worcester, MA",852899.0,2013.0,0.004223,0.019967,5133.55,243.3,2222.23,2192.48,0.0,2192.48,1.91,0.0,0.0,0.0,0.0,0.0,27.66,329.57,46453.0,43124790.0,928346.0,618695.0,8.6,2.4,573516.0,489835.0,895779.0,19.3,13.3,456588.0,721970.0,6589.0,199368.0,439191.0,122895.0,12.3,4.0,4.4,0.0,85.7,10.2
"Worcester, MA",856152.0,2014.0,0.00421,0.018742,5159.22,249.27,2210.16,2179.97,0.0,2179.97,1.87,0.0,0.0,0.0,0.0,0.0,28.51,321.0,48152.0,44891417.0,932278.0,622678.0,9.4,1.7,574126.0,502252.0,898546.0,14.7,11.2,458531.0,724405.0,6505.0,198386.0,440015.0,126034.0,10.3,4.1,4.4,0.0,85.9,10.6
"Worcester, MA",859394.0,2015.0,0.004348,0.017462,4790.5,247.79,2163.65,2132.59,0.0,2132.59,26.37,11.86,0.0,0.0,11.86,0.0,30.62,316.61,50457.0,47157582.0,934604.0,627360.0,9.1,2.0,573467.0,494705.0,900163.0,15.7,11.9,460274.0,727983.0,6923.0,196846.0,439889.0,129850.0,11.2,4.3,4.5,0.0,85.4,10.8
"Worcester, MA",865611.0,2017.0,0.0036019999999999,0.013443,5045.36,257.73,2289.82,2256.9,0.0,2256.9,29.52,12.42,0.0,0.0,12.42,0.0,33.74,389.53,53395.0,50305783.0,942147.0,639583.0,8.3,1.2,575842.0,488580.0,909947.0,13.0,10.6,462073.0,740027.0,7133.0,194433.0,447874.0,139672.0,10.4,4.5,4.7,0.0,84.0,11.5
"Baltimore, MD",2720381.0,2010.0,0.006853,0.0309069999999999,7311.39,609.29,2221.14,2213.36,0.0,2213.36,302.14,0.72,0.0,0.0,0.72,0.0,104.81,816.7,48716.0,132299439.0,2715738.0,1796776.0,9.1,1.2,1702684.0,1451906.0,2647307.0,14.9,11.0,1377794.0,2109224.0,6590.0,610741.0,1269513.0,333882.0,10.0,4.6,28.6,0.0,62.6,4.6
"Baltimore, MD",2736186.0,2011.0,0.006462,0.030425,7762.29,627.35,2337.88,2295.96,0.0,2295.96,234.08,0.0,0.0,0.0,0.0,0.0,84.33,797.82,50995.0,139408288.0,2733785.0,1816335.0,8.2,2.6,1712981.0,1463152.0,2660069.0,16.1,11.6,1387561.0,2123529.0,6709.0,608047.0,1272508.0,339041.0,10.7,4.6,28.8,0.1,62.2,4.7
"Baltimore, MD",2755459.0,2012.0,0.006212,0.029843,6853.47,639.33,2338.57,2297.56,0.0,2297.56,207.13,0.0,0.0,0.0,0.0,0.0,100.99,728.51,52171.0,143713198.0,2754637.0,1837458.0,8.3,1.6,1719929.0,1474156.0,2685159.0,15.0,11.3,1398706.0,2145919.0,6684.0,610076.0,1286453.0,355154.0,10.6,4.9,28.8,0.1,62.0,4.9
"Baltimore, MD",2771247.0,2013.0,0.0063339999999999,0.030121,6798.85,691.97,2216.63,2177.56,0.0,2177.56,227.36,0.0,0.0,0.0,0.0,0.0,136.67,576.85,52214.0,144540375.0,2768233.0,1861343.0,8.4,2.2,1724045.0,1480650.0,2702706.0,14.9,11.2,1402901.0,2163378.0,7025.0,611295.0,1299805.0,367366.0,10.4,5.0,29.0,0.0,61.5,5.1
"Baltimore, MD",2790201.0,2014.0,0.005885,0.027935,7498.89,682.42,2249.9,2197.79,0.0,2197.79,210.55,0.0,0.0,0.0,0.0,0.0,88.2,753.8,54240.0,150789783.0,2780055.0,1877602.0,8.1,2.6,1726419.0,1480598.0,2717438.0,14.3,11.1,1411721.0,2173994.0,7137.0,611378.0,1305717.0,379641.0,10.7,5.3,29.3,0.0,61.3,5.3
"Baltimore, MD",2795298.0,2015.0,0.006247,0.02625,6608.36,792.38,2258.7,2200.51,0.0,2200.51,211.89,0.0,0.0,0.0,0.0,0.0,97.82,713.29,56247.0,156931804.0,2790053.0,1895155.0,7.9,2.1,1729827.0,1463437.0,2728013.0,13.8,10.6,1416862.0,2190037.0,7254.0,608788.0,1311151.0,389398.0,10.0,5.6,28.9,0.1,61.3,5.5
"Baltimore, MD",2797991.0,2016.0,0.007103,0.027904,6390.31,809.59,2103.47,2066.65,0.0,2066.65,193.34,0.0,0.0,0.0,0.0,0.0,60.9,667.45,57931.0,161864493.0,2794111.0,1898591.0,8.5,2.3,1721703.0,1490526.0,2729687.0,13.9,10.4,1418534.0,2188297.0,7178.0,606956.0,1311153.0,401028.0,9.6,5.4,29.1,0.1,60.7,5.6
"Baltimore, MD",2811573.0,2017.0,0.007825,0.027329,7319.19,806.64,2225.8,2189.79,0.0,2189.79,189.31,0.0,0.0,0.0,0.0,0.0,60.31,682.56,59774.0,167288930.0,2798707.0,1919108.0,9.3,2.1,1723328.0,1493969.0,2741884.0,12.9,10.2,1424688.0,2201054.0,7266.0,607507.0,1317196.0,411049.0,9.4,5.7,29.3,0.0,59.6,5.9
"Lewiston, ME",107282.0,2010.0,0.001594,0.024039,4143.72,194.29,1702.44,1666.8,0.0,1666.8,33.49,33.06,0.0,0.0,33.06,39.33,22.88,379.74,34004.0,3662513.0,107708.0,71597.0,12.3,4.3,66383.0,54697.0,103587.0,19.5,14.8,52744.0,82965.0,4711.0,23860.0,50843.0,13344.0,13.6,0.3,2.6,0.1,93.0,1.6
"Lewiston, ME",107688.0,2011.0,0.0015409999999999,0.029539,3926.26,197.41,1710.01,1678.86,0.0,1678.86,32.35,31.75,0.0,0.0,31.75,38.39,21.3,373.48,35041.0,3764767.0,107439.0,72504.0,7.5,0.6,66046.0,56330.0,104175.0,26.3,16.4,53053.0,83433.0,6039.0,23385.0,51122.0,14744.0,14.9,0.8,1.3,0.0,92.9,1.6
"Lewiston, ME",107479.0,2012.0,0.0014609999999999,0.030434,4252.81,206.35,1655.49,1625.42,0.0,1625.42,30.53,29.74,0.0,0.0,29.74,42.61,20.72,421.69,35614.0,3827984.0,107486.0,72902.0,9.1,0.0,65514.0,57629.0,104067.0,26.0,15.9,53025.0,83523.0,5667.0,22796.0,51042.0,15757.0,14.1,0.4,1.6,0.0,92.4,1.7
"Lewiston, ME",107469.0,2013.0,0.001442,0.027208,4344.88,205.32,1658.05,1628.51,0.0,1628.51,28.71,26.31,0.0,0.0,26.31,57.06,22.76,411.74,35456.0,3801661.0,107223.0,73314.0,10.7,1.7,65209.0,55336.0,104601.0,23.0,17.1,53487.0,83473.0,4847.0,23544.0,51114.0,15848.0,16.5,1.1,0.9,0.0,92.7,1.7
"Lewiston, ME",107711.0,2014.0,0.00142,0.021456,4200.82,197.18,1734.29,1692.02,0.0,1692.02,28.49,26.06,20.44,0.0,5.62,55.63,38.82,378.13,36415.0,3909407.0,107358.0,73838.0,10.3,2.1,64689.0,56473.0,104260.0,23.0,15.6,53746.0,83379.0,5329.0,22821.0,50514.0,16750.0,14.3,0.9,1.8,0.0,92.1,1.7
"Lewiston, ME",107264.0,2015.0,0.00138,0.017741,4233.99,195.58,1795.63,1765.75,0.0,1765.75,27.05,26.74,21.15,0.0,5.59,41.28,0.23,334.38,38057.0,4076838.0,107124.0,73750.0,11.0,6.0,64386.0,55684.0,103890.0,22.0,15.4,53138.0,83461.0,4959.0,22944.0,50752.0,16560.0,14.2,0.9,1.2,0.0,92.0,1.8
"Lewiston, ME",107279.0,2016.0,0.001361,0.017012,4584.56,194.74,1855.01,1826.32,0.0,1826.32,29.76,26.43,20.24,0.0,6.19,40.86,35.84,357.99,38459.0,4126462.0,107296.0,73821.0,6.8,2.9,64453.0,55149.0,103997.0,19.2,12.1,53203.0,83921.0,6457.0,22365.0,50794.0,17179.0,11.0,1.1,3.2,0.0,92.2,1.8
"Lewiston, ME",107554.0,2017.0,0.001571,0.017526,4733.1,194.31,2009.53,1977.88,0.0,1977.88,29.9,29.9,0.0,0.0,29.9,44.3,22.45,395.22,39734.0,4267389.0,107399.0,73769.0,6.2,3.5,63384.0,54610.0,104662.0,10.7,11.7,52999.0,84463.0,5524.0,23077.0,51663.0,18201.0,13.7,0.7,1.4,0.0,91.2,1.9
"Portland, ME",521947.0,2010.0,0.001335,0.02473,6315.91,263.85,1895.11,1768.67,0.0,1768.67,550.61,425.51,0.0,48.52,376.99,70.19,112.1,569.86,43287.0,22245639.0,513911.0,357369.0,8.1,2.5,321629.0,283163.0,502169.0,14.2,10.3,258758.0,408998.0,5370.0,106859.0,243411.0,73681.0,9.5,1.7,1.7,0.0,94.6,1.5
"Portland, ME",514030.0,2011.0,0.0013069999999999,0.0258,6235.11,271.15,1965.45,1816.06,0.0,1816.06,489.51,411.81,0.0,47.57,364.25,58.64,108.3,546.87,45252.0,23352951.0,516070.0,361195.0,7.3,3.4,322145.0,285759.0,502699.0,14.9,11.5,259632.0,410923.0,5805.0,104075.0,243067.0,76479.0,11.3,1.6,1.7,0.0,94.4,1.6
