aggravated_assault,arson,burglary,crime_index,crime_index_total,forcible_rape,larceny_theft,city_fbi,modified_crime_index,modified_crime_index_total,motor_vehicle_theft,murder_and_non_negligent_man_slaughter,murder_and_nonnegligent_manslaughter,population,property_crime,rape,robbery,violent_crime,year
73.8,,325.8,,,,1448.0,"Portland, ME",,,60.0,,0.8,525427,1833.7,24.4,35.6,134.6,2015
200.3,,338.9,,,,1413.5,"Port St, FL",,,88.3,,3.1,451710,1840.8,28.6,54.2,286.2,2015
252,,359.5,,,,1562.7,"Prescott, AZ",,,113.8,,4.1,221418,2036,25.7,12.2,294,2015
227.2,,385.3,,,,1364.1,"Providence, RI",,,127.4,,2.2,1611989,1876.8,39.1,65.3,333.7,2015
38.3,,188.1,,,,1275.4,"Provo, UT",,,88.0,,0.3,584130,1551.5,25.2,7.9,71.7,2015
388.2,,1392.1,,,,3174.8,"Pueblo, CO",,,623.7,,8,163063,5190.6,104.9,114.7,615.7,2015
166.1,,242.4,,,,1202.9,"Punta Gorda, FL",,,64.1,,0.6,171584,1509.5,18.1,17.5,202.2,2015
121,,512.4,,,,1466.4,"Racine, WI",,,69.2,,2.1,194966,2048,18.5,90.3,231.8,2015
314.2,,445.8,,,,1948.7,"Rapid City, SD",,,199.8,,6.2,145125,2594.3,104.7,50.3,475.5,2015
197.3,,349.5,,,,1231.9,"Reading, PA",,,100.2,,3.6,413999,1681.6,22.7,85.5,309.2,2015
605.2,,694.5,,,,2096.8,"Redding, CA",,,454.3,,2.8,180279,3245.5,68.2,100.4,776.6,2015
291.7,,532.8,,,,1749.0,"Reno, NV",,,310.5,,4.4,451184,2592.3,50.1,101.5,447.7,2015
126.3,,387.2,,,,1823.2,"Richmond, VA",,,141.3,,7.5,1269543,2351.7,25.2,77.6,236.5,2015
236.1,,624.3,,,,1654.5,"Riverside, CA",,,510.5,,4.4,4488836,2789.3,24.4,113.1,378,2015
146,,268.1,,,,1760.2,"Roanoke, VA",,,100.4,,6.4,313720,2128.6,33.2,28.4,213.9,2015
72.4,,307.9,,,,1142.0,"Rochester, MN",,,64.5,,0.5,214015,1514.4,29.0,25.7,127.6,2015
150.4,,388.3,,,,1609.4,"Rochester, NY",,,109.9,,3.8,1082109,2107.6,44.4,82.1,280.7,2015
578.1,,625.5,,,,1834.1,"Rockford, IL",,,191.2,,6.8,339889,2650.9,63.0,170.9,818.8,2015
295.7,,857.4,,,,1750.5,"Rocky Mount, NC",,,99.7,,13.5,148469,2707.6,19.5,94.3,423,2015
223.6,,649.1,,,,2395.5,"Rome, GA",,,209.1,,11.4,96139,3253.6,38.5,77.0,350.5,2015
283.6,,539.8,,,,1663.8,"Sacramento, CA",,,376.1,,4.9,2265532,2579.8,25.8,130.7,445,2015
445.6,,545.2,,,,1325.1,"Saginaw, MI",,,103.2,,4.1,193878,1973.4,83.6,71.2,604.5,2015
173.1,,400.5,,,,2239.4,"Salem, OR",,,309.5,,1.7,409703,2949.5,22.7,43.0,240.4,2015
264.5,,416.8,,,,1125.1,"Salinas, CA",,,651.1,,13.8,434790,2193,36.8,128.1,443.2,2015
268.8,,657.1,,,,2139.7,"Salisbury, MD",,,73.9,,3.3,393552,2870.8,38.9,77.5,388.5,2015
226.5,,,,,,3574.9,"Salt Lake City, UT",,,565.2,,2.6,1172884,,71.6,91.5,392.2,2015
233.4,,731.0,,,,2784.1,"San Angelo, TX",,,235.1,,3.3,119966,3750.2,67.5,25.0,329.3,2015
278.3,,657.4,,,,2982.9,"San Antonio, TX",,,312.4,,5.4,2379984,3952.6,59.0,94.2,436.9,2015
211.1,,325.4,,,,1296.6,"San Diego, CA",,,300.0,,2.5,3301484,1922.1,33.3,84.9,331.8,2015
213.5,,517.6,,,,2451.3,"San Francisco, CA",,,631.7,,5.3,4654400,3600.5,30.9,235.2,484.9,2015
139.6,,438.9,,,,1406.3,"San Jose, CA",,,471.4,,2.3,1979743,2316.7,29.6,80.1,251.5,2015
345.7,,480.8,,,,1744.4,"San Luis Obispo, CA",,,188.1,,1.1,281190,2413.3,29.2,27.4,403.3,2015
280.5,,534.4,,,,2431.0,"Santa Cruz, CA",,,425.2,,2.2,273754,3390.6,43.1,101.9,427.8,2015
210.4,,411.5,,,,1455.9,"Santa Maria, CA",,,237.6,,4,444458,2105,43.6,64.1,322.2,2015
264.6,,347.3,,,,1421.5,"Santa Rosa, CA",,,204.6,,1.8,503831,1973.5,50.8,59.5,376.7,2015
205.2,,684.2,,,,2283.9,"Savannah, GA",,,345.7,,15,379567,3313.8,22.4,157.8,400.5,2015
185.7,,768.1,,,,2614.9,"Seattle, WA",,,469.1,,3,3743076,3852.2,31.6,103.8,324.1,2015
212.6,,480.3,,,,1828.8,"Sebastian, FL",,,101.9,,1.4,147202,2411,24.5,27.2,265.6,2015
241.3,,633.6,,,,1994.2,"Sebring, FL",,,111.5,,5.1,98635,2739.4,38.5,56.8,341.7,2015
129.4,,159.7,,,,1363.9,"Sheboygan, WI",,,46.0,,2.6,115183,1569.7,26.0,16.5,174.5,2015
212.2,,496.7,,,,1434.6,"Sherman, TX",,,192.1,,6.4,124424,2123.4,58.7,49.8,327.1,2015
397.4,,787.9,,,,2601.2,"Shreveport, LA",,,207.6,,7.9,445609,3596.7,44.7,129.7,579.7,2015
195.5,,479.2,,,,2036.5,"Sioux City, IA",,,219.8,,1.8,168822,2735.4,37.3,34.9,269.5,2015
269.3,,492.2,,,,1826.7,"Sioux Falls, SD",,,184.4,,1.2,252151,2503.3,57.9,35.3,363.7,2015
160.1,,749.0,,,,2158.5,"South Bend, IN",,,186.5,,7.2,319106,3094,52.3,134.8,354.4,2015
264,,605.5,,,,1998.1,"Spartanburg, SC",,,168.7,,7.7,324202,2772.3,46.6,87.9,406.2,2015
170.7,,922.7,,,,3350.0,"Spokane, WA",,,472.3,,3.8,546088,4745,44.9,85.5,304.9,2015
513.9,,669.1,,,,2286.6,"Springfield, IL",,,119.7,,5.2,211317,3075.5,70.0,131.1,720.2,2015
353.2,,529.4,,,,1656.2,"Springfield, MA",,,181.2,,3.5,630765,2366.8,52.0,120.8,529.5,2015
427.3,,695.1,,,,2970.4,"Springfield, MO",,,357.0,,3.3,456305,4022.5,80.6,110.0,621.3,2015
128.5,,1016.2,,,,2392.2,"Springfield, OH",,,188.0,,8.8,136193,3596.4,30.1,130.7,298.1,2015
53.8,,175.2,,,,980.9,"State College, PA",,,21.3,,1.3,159850,1177.4,39.4,8.1,102.6,2015
83.5,,197.0,,,,1223.7,"Staunton, VA",,,62.6,,3.3,119798,1483.3,28.4,24.2,139.4,2015
91.2,,332.0,,,,2223.8,"St, MN",,,99.5,,2.1,193045,2655.3,49.2,30.6,173,2015
84.6,,372.4,,,,1188.4,"St, UT",,,115.4,,0,156005,1676.2,37.8,10.9,133.3,2015
246.3,,800.7,,,,2832.7,"St, MO",,,402.3,,9.4,127510,4035.8,58.8,69.8,384.3,2015
315.8,,475.0,,,,1833.1,"St, MO",,,224.6,,10.5,2811161,2532.7,38.5,121.2,486,2015
547.5,,727.1,,,,2180.0,"Stockton, CA",,,559.0,,8.9,722160,3466.1,27.4,213.2,797.1,2015
495.1,,1151.7,,,,2089.2,"Sumter, SC",,,228.1,,6.5,108271,3469.1,31.4,88.7,621.6,2015
159,,383.4,,,,1597.7,"Syracuse, NY",,,77.9,,4.1,659811,2059.1,48.0,73.1,284.2,2015
557.2,,832.7,,,,2602.3,"Tallahassee, FL",,,321.3,,6.6,379364,3756.3,80.9,122.3,767.1,2015
259.9,,472.3,,,,1964.2,"Tampa, FL",,,191.0,,4,2963741,2627.6,32.7,87.5,384.1,2015
340,,744.2,,,,2490.3,"Texarkana, TX",,,231.6,,5.4,149421,3466,50.9,72.3,468.5,2015
199.8,,257.8,,,,632.5,"The Villages, FL",,,50.6,,0.8,120632,940.9,14.9,16.6,232.1,2015
363.9,,868.5,,,,1946.8,"Toledo, OH",,,184.3,,4.4,607043,2999.6,51.7,163.6,583.6,2015
236.6,,780.5,,,,2572.0,"Topeka, KS",,,279.0,,6,233316,3631.6,48.4,100.7,391.7,2015
199,,405.3,,,,1188.5,"Trenton, NJ",,,191.2,,5.4,371812,1785,25.0,144.7,374.1,2015
240.8,,555.5,,,,3936.4,"Tucson, AZ",,,256.6,,4.5,1012244,4748.5,52.5,123.7,421.4,2015
334.6,,824.5,,,,1963.0,"Tulsa, OK",,,373.2,,8.1,977354,3160.6,59.5,98.6,500.8,2015
244.9,,737.7,,,,2040.4,"Tuscaloosa, AL",,,153.8,,4.2,239269,2931.8,35.9,107.8,392.9,2015
214.5,,613.2,,,,2120.8,"Tyler, TX",,,211.3,,5.4,221472,2945.3,28.0,47.9,295.7,2015
120.9,,428.7,,,,2294.6,"Urban Honolulu, HI",,,387.4,,1.5,999307,3110.7,31.8,89.7,243.9,2015
135.8,,355.5,,,,1558.4,"Utica, NY",,,69.4,,2.7,295366,1983.3,56.2,38.9,233.6,2015
268.7,,820.7,,,,1664.6,"Vallejo, CA",,,505.2,,7.1,435113,2990.5,44.1,154.2,474.1,2015
317.9,,617.9,,,,2065.5,"Victoria, TX",,,141.0,,3,100024,2824.3,78.0,53.0,451.9,2015
304.7,,920.0,,,,3086.9,"Vineland, NJ",,,105.0,,10.2,157182,4111.8,49.0,219.5,583.4,2015
171.9,,388.1,,,,2194.8,"Virginia Beach, VA",,,144.2,,8,1721471,2727.1,31.3,98.2,309.3,2015
276.4,,588.2,,,,1571.1,"Visalia, CA",,,398.4,,9.7,461593,2557.7,37.9,71.7,395.8,2015
277.9,,659.7,,,,2240.6,"Waco, TX",,,118.8,,8.8,262694,3019.1,55.6,69.3,411.5,2015
224.1,,619.3,,,,2513.1,"Walla Walla, WA",,,221.0,,6.2,64264,3353.4,43.6,37.3,311.2,2015
232.5,,735.9,,,,2553.1,"Warner Robins, GA",,,151.8,,2.6,189693,3440.8,22.7,100.7,358.5,2015
168.3,,215.5,,,,1552.2,"Washington, DC",,,161.5,,5.3,6113776,1929.2,27.2,123.2,324.1,2015
410.3,,624.2,,,,1352.2,"Waterloo, IA",,,99.1,,2.3,170617,2075.4,49.2,35.2,497,2015
101.2,,332.2,,,,1586.4,"Watertown, NY",,,42.7,,2.5,119514,1961.3,69.4,15.9,189.1,2015
72,,187.3,,,,985.1,"Wausau, WI",,,36.0,,1.5,136124,1208.5,18.4,19.1,110.9,2015
71.8,,464.5,,,,1505.1,"Wenatchee, WA",,,141.0,,0.9,115605,2110.6,17.3,10.4,100.3,2015
257.7,,334.6,,,,1092.4,"Wheeling, WV",,,72.7,,3.5,144361,1499.7,33.2,39.5,333.9,2015
483.1,,,,,,2712.2,"Wichita, KS",,,360.6,,4.7,642476,,66.6,118.8,673.2,2015
184.4,,788.3,,,,2291.1,"Wichita Falls, TX",,,180.4,,1.3,151849,3259.8,67.2,81.7,334.5,2015
108.1,,293.4,,,,1454.3,"Williamsport, PA",,,42.9,,6,116554,1790.6,48.0,47.2,209.3,2015
260.8,,884.6,,,,2252.8,"Wilmington, NC",,,154.6,,7.2,276859,3291.9,34.0,121.7,423.7,2015
87.2,,321.0,,,,1603.7,"Winchester, VA",,,96.1,,1.5,134250,2020.9,56.6,28.3,173.6,2015
328.5,,372.7,,,,1271.6,"Worcester, MA",,,101.9,,1.6,859394,1746.2,31.8,73.0,434.8,2015
176.8,,907.9,,,,2175.7,"Yakima, WA",,,453.7,,8.4,249480,3537.4,31.3,77.0,293.4,2015
125.6,,232.6,,,,1255.2,"York, PA",,,63.6,,4.3,441919,1551.4,23.3,64.3,217.5,2015
249.5,,659.3,,,,1555.9,"Yuba City, CA",,,373.4,,3.5,170322,2588.6,37.0,81.6,371.6,2015
243.1,,627.1,,,,1422.8,"Yuma, AZ",,,199.8,,4.9,205233,2249.6,34.6,44.8,327.4,2015
59.9,,284.5,,,,403.3,"Aguadilla, Puerto Rico",,,22.5,,4.8,315685,710.2,3.5,40.5,108.7,2015
36.6,,287.3,,,,670.8,"Arecibo, Puerto Rico",,,73.8,,6.9,188295,1031.9,2.7,53.1,99.3,2015
159.3,,265.5,,,,531.1,"Guayama, Puerto Rico",,,26.6,,11.4,79086,823.2,6.3,74.6,251.6,2015
138.6,,377.1,,,,861.6,"Mayaguez, Puerto Rico",,,81.3,,11.5,95988,1320,5.2,82.3,237.5,2015
142.2,,214.4,,,,632.4,"Ponce, Puerto Rico",,,38.1,,18,317185,885,5.0,66.2,231.4,2015
66,,168.9,,,,226.5,"San German, Puerto Rico",,,24.6,,5.4,130228,420,4.6,16.1,92.1,2015
78.7,,281.8,,,,835.0,"San Juan, Puerto Rico",,,164.3,,20.6,2196538,1281.2,4.9,157.8,262,2015
227.8,,649.9,,,,2077.9,"Abilene, TX",,,175.4,,6.5,169885,2903.1,46.5,80.6,361.4,2016
121,,563.3,,,,1857.3,"Akron, OH",,,144.0,,6,703561,2564.5,48.9,77.3,253.1,2016
534.9,,949.8,,,,2676.9,"Albany, GA",,,144.2,,11.8,152566,3770.8,28.2,159.9,734.8,2016
59,,378.6,,,,2101.1,"Albany, OR",,,210.6,,0,122030,2690.3,27.9,27.0,113.9,2016
180,,281.5,,,,1646.0,"Albany, NY",,,82.0,,2,878166,2009.5,38.9,68.7,289.7,2016
596.7,,951.1,,,,3319.6,"Albuquerque, NM",,,1018.0,,8.3,907140,5288.7,57.3,238.7,901,2016
748.5,,1271.2,,,,3111.7,"Alexandria, LA",,,314.9,,7.8,154032,4697.7,50.0,116.9,923.2,2016
,,264.7,,,,,"Allentown, PA",,,89.1,,2.6,831770,,19.4,58.3,,2016
143.3,,190.5,,,,1124.5,"Altoona, PA",,,44.0,,0.8,124942,1359,32.0,36.8,212.9,2016
413.7,,761.3,,,,2781.3,"Amarillo, TX",,,390.2,,5.3,263223,3932.8,71.4,102.2,592.7,2016
88.5,,269.5,,,,1330.2,"Ames, IA",,,87.4,,1,97202,1687.2,55.6,17.5,162.5,2016
707.8,,655.8,,,,3615.8,"Anchorage, AK",,,678.9,,8.9,315641,4950.6,173.6,224.6,1114.9,2016
212.8,,254.8,,,,1271.9,"Ann Arbor, MI",,,121.2,,0.6,361440,1647.9,52.6,51.5,317.3,2016
728.3,,1104.6,,,,2017.6,"Anniston, AL",,,160.3,,7,114790,3282.5,51.4,108.0,894.7,2016
110.7,,172.6,,,,1112.9,"Appleton, WI",,,43.1,,1.7,234069,1328.7,25.6,13.2,151.2,2016
158.9,,,,,,1532.9,"Asheville, NC",,,160.6,,5.1,451305,,21.7,54.7,240.4,2016
214.6,,558.5,,,,2098.0,"Athens, GA",,,151.7,,2.9,205004,2808.2,38.0,85.9,341.5,2016
228.2,,576.2,,,,2100.8,"Atlanta, GA",,,321.3,,6.8,5790619,2998.3,24.0,144.1,403.2,2016
464.8,,552.9,,,,1848.6,"Auburn, AL",,,183.0,,13.7,160071,2584.5,35.0,58.7,572.2,2016
214.9,,612.4,,,,2341.6,"Augusta, GA",,,198.1,,7.4,595180,3152.2,36.0,84.5,342.8,2016
187.4,,421.9,,,,1968.3,"Austin, TX",,,165.1,,3.4,2054651,2555.2,57.4,68.7,316.9,2016
403.3,,944.2,,,,2006.0,"Bakersfield, CA",,,732.3,,9.9,884443,3682.5,34.7,131.8,579.8,2016
386.9,,535.6,,,,1949.6,"Baltimore, MD",,,305.3,,14.1,2797991,2790.4,32.5,276.7,710.3,2016
40.6,,382.6,,,,1504.0,"Bangor, ME",,,55.0,,0,152658,1941.6,28.2,26.9,95.6,2016
,,398.9,,,,1101.0,"Barnstable Town, MA",,,62.4,,0.5,213081,1562.3,34.3,16.4,,2016
321.9,,721.1,,,,2507.8,"Baton Rouge, LA",,,169.0,,9.5,833146,3398,33.5,140.1,505,2016
542.1,,795.3,,,,2224.6,"Battle Creek, MI",,,120.2,,5.2,133914,3140.1,132.9,66.5,746.7,2016
232.9,,480.0,,,,1290.8,"Bay City, MI",,,82.7,,2.9,105209,1853.5,103.6,30.4,369.7,2016
382.9,,755.3,,,,1775.3,"Beaumont, TX",,,209.7,,6.6,408167,2740.3,41.9,142.3,573.8,2016
329,,713.2,,,,1897.2,"Beckley, WV",,,129.4,,9.9,121287,2739.8,29.7,48.6,417.2,2016
132.8,,644.6,,,,2406.5,"Bellingham, WA",,,198.3,,1.9,215331,3249.4,57.6,32.0,224.3,2016
107.7,,243.2,,,,1793.2,"Bend, OR",,,134.4,,1.1,180071,2170.8,26.1,16.7,151.6,2016
274.9,,536.3,,,,2542.8,"Billings, MT",,,536.9,,1.8,170245,3616,46.4,54.0,377.1,2016
164,,438.9,,,,1602.8,"Binghamton, NY",,,85.9,,2.5,243328,2127.6,62.9,60.0,289.3,2016
217,,543.7,,,,1948.4,"Bismarck, ND",,,346.7,,2.3,129489,2838.9,47.9,26.3,293.5,2016
116.9,,259.1,,,,1363.8,"Blacksburg, VA",,,59.0,,2.8,181407,1681.9,63.4,14.9,197.9,2016
175.6,,259.7,,,,1214.8,"Bloomington, IL",,,53.9,,1.6,189092,1528.4,48.7,51.3,277.1,2016
213.4,,500.7,,,,1867.1,"Bloomington, IN",,,161.1,,3,166354,2528.9,45.1,51.1,312.6,2016
176.4,,316.1,,,,1317.4,"Boise City, ID",,,136.9,,2.5,693703,1770.5,50.3,14.8,244.1,2016
,,202.7,,,,1088.9,"Boston, MA",,,107.7,,1.9,4798657,1399.4,26.9,71.8,,2016
142.2,,348.0,,,,1812.7,"Boulder, CO",,,153.7,,0.3,324108,2314.4,68.5,25.3,236.3,2016
64,,406.0,,,,1609.8,"Bowling Green, KY",,,136.9,,3.5,170204,2152.7,43.5,53.5,164.5,2016
180.3,,554.6,,,,1902.0,"Bremerton, WA",,,203.5,,0.4,262877,2660.2,42.6,35.4,258.7,2016
124,,228.3,,,,1034.8,"Bridgeport, CT",,,170.9,,1.5,935988,1434.1,18.7,85.6,229.8,2016
277,,499.2,,,,2277.6,"Brownsville, TX",,,78.1,,1.9,423865,2854.9,47.4,52.8,379.1,2016
271.9,,729.0,,,,2118.4,"Brunswick, GA",,,171.5,,4.3,116597,3018.9,23.2,72.9,372.2,2016
234.2,,461.7,,,,1822.8,"Buffalo, NY",,,132.9,,4.9,1127663,2417.4,33.1,138.9,411,2016
305,,616.9,,,,1609.6,"Burlington, NC",,,118.4,,6.9,159667,2344.9,17.5,62.0,391.4,2016
148.3,,369.0,,,,1421.4,"California, MD",,,63.4,,1.8,111930,1853.8,25.0,27.7,202.8,2016
253.4,,341.1,,,,1159.4,"Cape Coral, FL",,,113.6,,5.7,720949,1614.1,34.5,61.7,355.4,2016
379,,405.6,,,,1885.7,"Cape Girardeau, MO",,,107.5,,6.1,97631,2398.8,21.5,73.7,480.4,2016
243.6,,386.4,,,,1278.3,"Carson City, NV",,,157.5,,1.8,54605,1822.2,5.5,36.6,287.5,2016
160.5,,469.4,,,,1852.3,"Casper, WY",,,189.5,,0,82870,2511.2,27.8,14.5,202.7,2016
138.1,,,,,,1716.8,"Cedar Rapids, IA",,,175.2,,1.9,267187,,37.4,43.0,220.4,2016
65,,288.4,,,,1145.3,"Chambersburg, PA",,,48.1,,8.4,153940,1481.7,33.8,36.4,143.6,2016
293.1,,632.1,,,,1838.8,"Champaign, IL",,,99.1,,4.6,239184,2570,52.7,89.9,440.2,2016
466.9,,989.3,,,,2775.7,"Charleston, WV",,,388.5,,7.8,218036,4153.4,44.0,96.3,615,2016
287.8,,481.3,,,,2107.4,"Charleston, SC",,,257.2,,9.4,762454,2845.9,33.1,87.9,418.1,2016
123.7,,193.6,,,,1188.4,"Charlottesville, VA",,,80.3,,1.3,230398,1462.3,38.6,34.7,198.4,2016
404.8,,573.1,,,,2343.3,"Chattanooga, TN",,,334.6,,6,551407,3251,38.3,91.8,540.8,2016
188.1,,490.4,,,,2265.7,"Cheyenne, WY",,,265.2,,8.2,97275,3021.3,37.0,18.5,251.9,2016
232.8,,330.7,,,,1563.4,"Chicago, IL",,,187.4,,10.2,9523022,2081.6,33.2,166.8,443,2016
228.9,,780.1,,,,2014.0,"Chico, CA",,,453.8,,1.8,224973,3247.9,59.1,61.3,351.2,2016
109.2,,525.9,,,,1954.4,"Cincinnati, OH",,,136.2,,4.7,2163182,2616.6,41.1,102.3,257.3,2016
309.7,,450.0,,,,1644.7,"Clarksville, TN",,,118.9,,6.7,285097,2213.6,40.3,70.9,427.6,2016
437.4,,665.5,,,,2352.7,"Cleveland, TN",,,347.9,,2.5,121862,3366.1,19.7,52.5,512.1,2016
197.4,,565.2,,,,1535.3,"Cleveland, OH",,,283.3,,9.2,2055254,2383.8,43.8,195.1,445.5,2016
161.4,,471.0,,,,1718.3,"Coeur d, ID",,,132.1,,4.6,153701,2321.4,48.1,17.6,231.6,2016
205.5,,440.7,,,,1814.5,"College Station, TX",,,121.2,,2,252572,2376.4,59.4,64.5,331.4,2016
250.5,,459.4,,,,2040.5,"Colorado Springs, CO",,,348.4,,4.5,707431,2848.3,81.3,68.3,404.6,2016
224.6,,391.2,,,,1815.8,"Columbia, MO",,,180.6,,3.4,177168,2387.6,74.5,77.9,380.4,2016
430.2,,611.3,,,,2516.1,"Columbia, SC",,,397.7,,7.1,820037,3525.1,48.7,103.5,589.5,2016
279.2,,928.7,,,,2527.2,"Columbus, GA",,,354.9,,10.4,316990,3810.8,38.8,189.9,518.3,2016
31.8,,398.1,,,,2454.7,"Columbus, IN",,,213.7,,0,81884,3066.5,25.6,24.4,81.8,2016
94.9,,594.4,,,,2100.6,"Columbus, OH",,,216.1,,5.2,2043036,2911.2,59.7,125.1,284.9,2016
481.9,,723.9,,,,2656.3,"Corpus Christi, TX",,,187.5,,7.7,456121,3567.7,68.0,101.7,659.3,2016
71.2,,324.2,,,,2111.5,"Corvallis, OR",,,113.0,,1.1,88515,2548.7,39.5,15.8,127.7,2016
294.1,,442.8,,,,1780.9,"Crestview, FL",,,134.9,,5.2,268298,2358.6,47.0,36.2,382.4,2016
213.7,,493.2,,,,1986.8,"Cumberland, MD",,,65.8,,6.1,98752,2545.8,25.3,72.9,318,2016
186.6,,481.2,,,,1730.9,"Dallas, TX",,,264.1,,5.1,7219989,2476.2,43.8,124.2,359.7,2016
531.5,,821.3,,,,2219.9,"Dalton, GA",,,366.9,,0,143925,3408,109.8,47.2,688.6,2016
587.7,,1167.8,,,,2203.0,"Danville, IL",,,123.7,,0,78439,3494.4,94.3,126.2,808.3,2016
278.8,,,,,,2019.0,"Davenport, IA",,,158.5,,3.1,383016,,48.6,62.7,393.2,2016
139.6,,672.4,,,,2045.8,"Dayton, OH",,,211.0,,7.9,800013,2929.2,56.4,107.5,311.4,2016
173.6,,602.3,,,,1766.2,"Decatur, AL",,,161.8,,3.3,152077,2530.3,19.1,35.5,231.5,2016
261.1,,875.6,,,,1831.3,"Decatur, IL",,,95.2,,2.8,106100,2802.1,49.0,98.0,410.9,2016
303.3,,491.4,,,,2162.2,"Deltona, FL",,,206.9,,3,631296,2860.5,26.6,58.5,391.4,2016
231.5,,435.8,,,,2055.3,"Denver, CO",,,462.9,,4.3,2868232,2954,67.0,86.2,389,2016
264.6,,546.5,,,,,"Des Moines, IA",,,227.9,,4,632763,,42.2,61.0,371.7,2016
388.6,,439.0,,,,1303.4,"Detroit, MI",,,342.6,,9,4302722,2085.1,49.8,108.2,555.6,2016
,,726.3,,,,1948.3,"Dothan, AL",,,190.2,,6.7,148284,2864.8,49.9,64.7,,2016
344.4,,372.4,,,,2044.1,"Dover, DE",,,96.0,,3.4,175090,2512.4,36.6,89.1,473.5,2016
152.6,,496.8,,,,1512.9,"Dubuque, IA",,,94.2,,2,97625,2104,59.4,28.7,242.8,2016
150.8,,492.1,,,,2551.4,"Duluth, MN",,,149.3,,1.1,279220,3192.8,45.1,32.9,229.9,2016
153.1,,382.5,,,,1454.4,"East Stroudsburg, PA",,,57.5,,6.1,165226,1894.4,44.2,48.4,251.8,2016
100.5,,296.7,,,,1316.1,"Eau Claire, WI",,,65.0,,3,166178,1677.7,22.9,12.0,138.4,2016
297.7,,665.9,,,,1997.6,"El Centro, CA",,,319.9,,1.7,180066,2983.4,20.0,70.0,389.3,2016
58,,273.9,,,,637.6,"Elizabethtown, KY",,,86.4,,2,148206,997.9,27.0,35.1,122.1,2016
119.6,,313.5,,,,1831.1,"Elmira, NY",,,52.3,,3.5,86124,2196.8,32.5,44.1,199.7,2016
255.9,,212.2,,,,1390.0,"El Paso, TX",,,110.9,,2.7,843018,1713.1,45.0,61.8,365.4,2016
264.8,,835.1,,,,2491.1,"Enid, OK",,,152.0,,3.1,63828,3478.1,54.8,42.3,365,2016
117.8,,389.2,,,,1464.4,"Erie, PA",,,64.3,,4,276700,1918,36.1,56.7,214.7,2016
214.2,,545.5,,,,2499.3,"Eugene, OR",,,282.3,,1.9,367343,3327.1,47.6,56.9,320.7,2016
243.5,,499.2,,,,2065.1,"Evansville, IN",,,172.2,,3.5,315875,2736.5,33.9,81.4,362.2,2016
455.9,,499.2,,,,3482.7,"Fairbanks, AK",,,395.3,,20.2,34657,4377.2,101.0,92.3,669.4,2016
172,,414.6,,,,1846.2,"Fargo, ND",,,211.1,,2.1,234910,2472,57.5,38.7,270.3,2016
776.9,,627.9,,,,1867.2,"Farmington, NM",,,238.6,,1.7,116108,2733.7,110.2,58.6,947.4,2016
370,,806.5,,,,2530.9,"Fayetteville, NC",,,142.4,,11.6,378409,3479.8,32.5,109.7,523.8,2016
280.8,,340.7,,,,2575.7,"Flagstaff, AZ",,,74.8,,2.1,140312,2991.2,51.3,30.6,364.9,2016
445.7,,593.3,,,,1482.5,"Flint, MI",,,151.0,,13.2,407879,2226.9,73.3,95.9,628.1,2016
476.3,,1069.5,,,,2929.9,"Florence, SC",,,268.1,,6.8,207007,4267.5,49.8,107.7,640.6,2016
212.2,,438.1,,,,1557.3,"Florence, AL",,,193.1,,2.7,146537,2188.5,28.7,49.1,292.8,2016
115.8,,146.3,,,,1158.5,"Fond du Lac, WI",,,47.1,,1,101860,1351.9,51.1,12.8,180.6,2016
155.4,,267.0,,,,1829.7,"Fort Collins, CO",,,113.4,,2.6,340447,2210,30.3,20.9,209.1,2016
382,,770.8,,,,2446.6,"Fort Smith, AR",,,226.4,,5,279567,3443.9,68.7,41.9,497.6,2016
152.9,,494.7,,,,1962.2,"Fort Wayne, IN",,,120.3,,11.4,431558,2577.2,29.9,104.3,298.5,2016
429.1,,704.6,,,,2027.5,"Fresno, CA",,,530.9,,6.4,976874,3263,32.1,144.7,612.5,2016
568.6,,692.4,,,,2556.2,"Gadsden, AL",,,361.8,,5.9,102537,3610.4,61.4,76.1,711.9,2016
359.3,,470.9,,,,2208.7,"Gainesville, FL",,,198.7,,1.8,280301,2878.3,78.8,99.9,539.8,2016
175.4,,390.5,,,,1973.4,"Gainesville, GA",,,198.3,,4.1,196154,2562.3,19.9,61.7,261,2016
108.6,,151.7,,,,622.5,"Gettysburg, PA",,,25.4,,2,102165,799.7,41.1,10.8,162.5,2016
79.6,,180.6,,,,1047.9,"Glens Falls, NY",,,16.7,,1.6,125674,1245.3,72.4,11.1,164.7,2016
326.4,,988.0,,,,1953.4,"Goldsboro, NC",,,184.9,,8.8,124396,3126.3,6.4,97.3,438.9,2016
153.6,,459.9,,,,1883.1,"Grand Forks, ND",,,168.4,,1,101537,2511.4,59.1,26.6,240.3,2016
210.4,,374.0,,,,1784.9,"Grand Island, NE",,,147.3,,1.2,85552,2306.2,50.3,24.5,286.4,2016
231.1,,443.4,,,,2450.2,"Grand Junction, CO",,,178.7,,6,148848,3072.3,80.6,30.9,348.7,2016
205.7,,280.3,,,,1245.2,"Grand Rapids, MI",,,90.4,,2.1,1048249,1615.9,78.8,50.6,337.1,2016
153,,449.5,,,,1969.8,"Grants Pass, OR",,,402.8,,2.3,85644,2822.1,25.7,40.9,221.8,2016
